file_in,*,**,***,95% ci,95% confidence interval,anova,as-if randomisation,average causal effect,average component marginal effect,average treatment effect,axis,bayesian,bootstrap,bootstrapped,bootstrapping,coefficient,cohen's d,confidence interval,confounder,confounders,conjoint experiment,control variable,dependent variable,difference-in-differences,dv,estimation strategy,estimator,explanatory variable,f statistic,f-statistic,function,generalised linear model,heteroskedasticity,hierarchical model,independent variable,index,instrumental variable,intercept,interest variable,iv,linear model,linear regression,log,logit,manova,marginal effect,maximum likelihood,mean,measurement error,median,missing data,model,model fit,multi-level model,multilevel model,multivariate analyses,multivariate analysis,multinomial,n =,n=,natural experiment,natural log,negative binomial,non-linear model,non-parametric regression,nonlinear model,nonparametric regression,novel data,novel dataset,novel data-set,obs.,ols,ordinal,ordinary least squares,original data,original dataset,original data-set,outcome variable,p < 0.001,p < 0.01,p < 0.05,p value,p-value,p<0.001,p<0.01,p<0.05,parameter estimate,parameters,point estimate,poisson,population,posterior probability,power analysis,predicted probability,predictor,preregister,preregistered,preregistration,probability,probit,quantitative,quasi-experimental,r2,random sample,regression,regression discontinuity,representative sample,residual,residuals,response variable,robustness,robustness check,sample,sample size,simulation,standard deviation,stata,statistical power,statistical significance,statistically significant,std. dev.,subsamples,t model,t test,t-test,transformation,variables,vignette experiment,x-axis,y-axis,β,δ,σ
10.1007_s10290-011-0088-8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0
10.1007_s10290-011-0097-7,720,248,186,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,8,0,6,0,0,0,0,0,0,18,0,0,0,0,0,5,8,0,0,0,0,0,0
10.1007_s10290-011-0104-z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
10.1007_s10290-011-0105-y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10.1007_s10290-012-0122-5,160,53,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,3,3,0,0,0,3,0,0,0,1,1,1,0,0,1,0,0,10,0,0,0,1,6,0,0,1,25,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,8,31,0,0,0,0,0,0
10.1007_s10290-012-0123-4,209,68,57,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,8,0,0,0,2,1,0,0,0,0,0,0,0,17,0,0,0,4,0,0,12,0,0,2,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,11,5,0,0,2,0,10,0,0,1,1,0,0,0,11,0,0,1,0,0,0,5,0,0,0,0,0,1,14,0,0,0,0,0,0
10.1007_s10290-012-0124-3,105,33,18,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,1,5,0,0,0,2,0,0,11,0,0,0,2,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,2,0,15,1,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
10.1007_s10290-012-0125-2,206,68,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,7,6,0,0,4,1,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,9,0,6,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,2,0,8,0,0,0,0,0,5,0,11,0,0,0,0,0,2,3,0,0,0,0,6,0,16,0,0,0,0,0,0
10.1007_s10290-012-0128-z,350,118,91,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,0,24,0,0,0,9,0,0,5,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,5,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
10.1007_s10290-012-0131-4,310,106,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,17,0,0,0,0,27,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,8,2,6,0,0,29,0,0,0,4,0,0,0,0,0,1,19,0,0,0,0,0,0
10.1007_s10290-012-0132-3,335,103,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,13,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,5,5,25,0,0,3,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
10.1007_s10290-012-0143-0,634,170,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,5,1,3,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,38,2,1,0,0,0,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0
10.1007_s10290-012-0144-z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10290-013-0155-4,253,84,70,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,4,0,0,0,0,1,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,4,0,15,0,0,1,3,0,3,0,8,0,0,0,1,0,0,6,0,0,0,0,0,0,60,0,0,0,0,0,0
10.1007_s10290-013-0159-0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1007_s10290-013-0166-1,358,129,75,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,4,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,4,0,0,5,3,14,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
10.1007_s10290-013-0170-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10290-013-0173-2,345,113,102,0,0,0,0,0,0,0,0,0,1,2,0,12,0,0,0,0,0,0,5,0,0,1,0,5,0,0,2,0,0,0,0,57,0,1,0,1,0,0,10,8,0,4,0,28,0,11,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32,0,4,0,0,0,22,0,0,0,2,0,7,1,30,0,3,9,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
10.1007_s10290-013-0174-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,1,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10290-013-0177-y,956,324,272,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,6,0,0,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,19,0,14,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
10.1007_s10290-013-0181-2,878,296,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,52,0,0,0,6,0,0,2,0,0,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,1,0,0,0,0,5,2,0,0,0,5,0,0,0,0,0,1,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,81,0,0,0,0,0,0
10.1007_s10290-013-0182-1,349,102,70,0,0,0,0,0,0,0,0,0,9,2,0,7,0,0,0,0,0,3,3,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,9,0,0,5,0,0,1,1,0,0,0,0,0,0,34,0,0,0,0,0,0
10.1007_s10290-013-0183-0,245,87,57,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,0,0,0,4,0,2,18,0,0,0,0,0,0,30,0,0,0,0,0,0
10.1007_s10290-013-0184-z,393,132,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0,0,0,16,0,9,1,0,19,0,1,0,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,14,5,0,0,0,1,5,0,0,1,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10.1007_s10290-014-0188-3,373,128,89,0,0,1,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0
10.1007_s10290-014-0189-2,126,42,28,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,15,0,0,0,0,0,1,14,0,0,0,0,0,0,26,0,0,0,0,0,0
10.1007_s10290-014-0194-5,397,137,73,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,3,0,0,3,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
10.1007_s10290-014-0198-1,732,245,212,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,31,4,0,0,0,17,0,19,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,7,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10.1007_s10290-014-0200-y,77,26,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,7,0,0,0,1,0,2,5,0,2,0,0,0,5,15,0,0,0,0,0,0
10.1007_s10290-014-0204-7,439,148,136,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,5,12,0,0,0,4,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,2,0,7,0,0,0,0,0,5,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
10.1007_s10290-014-0206-5,279,93,80,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,1,2,6,0,0,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,25,0,0,0,0,0,5,0,0,2,0,0,3,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
10.1007_s10290-014-0207-4,894,295,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,1,0,0,0,12,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,13,1,0,2,1,0,1,0,0,1,0,0,1,0,24,0,0,0,0,0,0
10.1007_s10290-015-0217-x,274,93,74,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
10.1007_s10290-015-0223-z,18,6,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,3,5,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,3,1,18,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
10.1007_s10290-015-0224-y,507,176,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,2,0,2,0,0,0,0,0,4,8,0,0,19,1,0,42,1,0,0,0,4,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,9,26,0,0,4,0,6,0,0,0,0,0,6,0,2,0,0,4,3,0,0,3,0,0,0,0,0,1,25,0,0,0,0,0,0
10.1007_s10290-015-0229-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,65,0,0,0,5,0,0,20,0,0,0,1,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
10.1007_s10290-015-0235-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.1007_s10290-015-0239-4,85,30,23,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,2,3,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,16,0,0,0,0,0,0
10.1007_s10290-015-0241-x,423,141,118,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,10,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,1,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,2,2,0,3,0,17,1,0,0,2,0,0,2,0,1,0,0,0,0,24,0,0,0,0,0,0
10.1007_s10290-015-0243-8,168,56,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,1,0,0,0,4,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0
10.1007_s10290-016-0245-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10290-016-0251-3,188,63,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,14,0,2,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,45,3,1,0,1,0,2,0,0,0,0,5,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0
10.1007_s10290-016-0256-y,406,138,123,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0
10.1007_s10290-016-0258-9,426,147,106,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,9,0,0,0,0,0,5,2,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,14,0,0,0,0,2,0,0,0,0,0,2,0,28,0,0,0,0,0,0,10,0,0,0,0,0,0,52,0,0,0,0,0,0
10.1007_s10290-016-0262-0,850,256,201,0,0,1,0,0,0,0,1,0,1,2,0,18,0,0,0,0,0,0,2,0,2,0,3,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,10,2,0,0,1,4,0,5,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,3,0,0,5,0,7,0,0,3,1,0,3,3,25,0,0,1,0,0,0,2,0,0,0,0,0,1,18,0,0,0,0,0,0
10.1007_s10290-016-0273-x,38,13,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0
10.1007_s10290-017-0281-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
