file_in,url
10.1017_s000712341700028x,10.7910/DVN/S3BX7A
10.1017_s0007123417000308,10.7910/DVN/85X0HW
10.1017_s000712341700031x,10.7910/DVN/R5MEKK
10.1017_s0007123417000321,10.7910/DVN/C1XYRJ
10.1017_s0007123417000333,10.7910/DVN/LL6UTV
10.1017_s0007123417000345,10.7910/DVN/OTEWG2
10.1017_s0007123417000357,10.7910/DVN/1AI3TL
10.1017_s0007123417000369,10.7910/DVN/SRC9HN
10.1017_s0007123417000370,10.7910/DVN/D5CQA7
10.1017_s0007123417000382,10.7910/DVN/FDY0ZN
10.1017_s0007123417000394,10.7910/DVN/PTMJF0
10.1017_s0007123417000400,10.7910/DVN/RB48KU
10.1017_s0007123417000412,10.7910/DVN/PSWLYR
10.1017_s0007123417000436,10.7910/DVN/GLL3UW
10.1017_s0007123417000448,10.7910/DVN/EUAIFA
10.1017_s000712341700045x,10.7910/DVN/ELT9VD
10.1017_s0007123417000497,10.7910/DVN/WAQNXD
10.1017_s0007123417000503,10.7910/DVN/TKTN5J
10.1017_s0007123417000515,10.7910/DVN/0H226U
10.1017_s0007123417000539,10.7910/DVN/2XSNPC
10.1017_s0007123417000540,10.7910/DVN/XWTQYE
10.1017_s0007123417000552,10.7910/DVN/NN9KZT
10.1017_s0007123417000564,10.7910/DVN/SIREAP
10.1017_s0007123417000588,10.7910/DVN/THXYMC
10.1017_s0007123417000606,10.7910/DVN/RQ7P1F
10.1017_s0007123417000618,10.7910/DVN/VCTLTE
10.1017_s000712341700062x,10.7910/DVN/OQ64S8
10.1017_s0007123417000631,10.7910/DVN/7KPGDO
10.1017_s0007123417000643,10.7910/DVN/UMKD0K
10.1017_s0007123417000655,10.7910/DVN/X1TGCJ
10.1017_s0007123417000667,10.7910/DVN/PZB01G
10.1017_s0007123417000679,10.7910/DVN/EIZWXX
10.1017_s0007123417000680,10.7910/DVN/KGL6YO
10.1017_s0007123417000710,10.7910/DVN/XA4VBO
10.1017_s0007123417000746,10.7910/DVN/ZNDVPW
10.1017_s0007123417000758,10.7910/DVN/EDNX2Z
10.1017_s0007123417000783,10.7910/DVN/6WPVWI
10.1017_s0007123417000795,10.7910/DVN/HS4W33
10.1017_s0007123417000801,10.7910/DVN/NVPJK0
10.1017_s0007123417000813,10.7910/DVN/09JRXK
10.1017_s0007123417000837,10.7910/DVN/JVBAWN
10.1017_s0007123417000849,10.7910/DVN/KMMN1B
10.1017_s0007123418000017,10.7910/DVN/0OM2WP
10.1017_s0007123418000030,10.7910/DVN/UPMOHW
10.1017_s0007123418000042,10.7910/DVN/AVIA6Z
10.1017_s0007123418000054,10.7910/DVN/L2OZPI
10.1017_s0007123418000066,10.7910/DVN/RKVKY3
10.1017_s0007123418000078,10.7910/DVN/VVDOUK
10.1017_s0007123418000108,10.7910/DVN/SQETXX
10.1017_s0007123418000121,10.7910/DVN/LZMEIV
10.1017_s0007123418000133,10.7910/DVN/4S2NIW
10.1017_s0007123418000145,10.7910/DVN/JU8B9V
10.1017_s0007123418000157,10.7910/DVN/LIWMYQ
10.1017_s0007123418000169,10.7910/DVN/MGMBL3
10.1017_s0007123418000194,10.7910/DVN/S17DDJ
10.1017_s0007123418000200,10.7910/DVN/HSELCA
10.1017_s0007123418000212,10.7910/DVN/AUX9W1
10.1017_s0007123418000224,10.7910/DVN/F05CTI
10.1017_s0007123418000236,10.7910/DVN/OCNIWD
10.1017_s0007123418000248,10.7910/DVN/USKUR2
10.1017_s0007123418000273,10.7910/DVN/EM3AZ2
10.1017_s0007123418000285,10.7910/DVN/TIYCHO
10.1017_s0007123418000297,10.7910/DVN/IUG9LC
10.1017_s0007123418000315,10.7910/DVN/CHBAYB
10.1017_s0007123418000327,10.7910/DVN/J7WNTM
10.1017_s0007123418000339,10.7910/DVN/VJTN9Z
10.1017_s0007123418000340,10.7910/DVN/H6RZA7
10.1017_s0007123418000352,10.7910/DVN/YJQIXP
10.1017_s0007123418000364,10.7910/DVN/QCGKV5
10.1017_s0007123418000376,10.7910/DVN/4YXPHO
10.1017_s0007123418000406,10.7910/DVN/VBWHRO
10.1017_s0007123418000418,10.7910/DVN/KTGFRE
10.1017_s000712341800042x,10.7910/DVN/8FHRCQ
10.1017_s0007123418000455,10.7910/DVN/HPTPDQ
10.1017_s0007123418000479,10.7910/DVN/QS0CDY
10.1017_s0007123418000480,10.7910/DVN/QNKFDL
10.1017_s0007123418000492,10.7910/DVN/3RVUT0
10.1017_s0007123418000522,10.7910/DVN/A48JP7
10.1017_s0007123418000534,10.7910/DVN/OEM7DW
10.1017_s0007123418000571,10.7910/DVN/1B1MXY
10.1017_s0007123418000583,10.7910/DVN/HGACUS
10.1017_s0007123418000595,10.7910/DVN/VSVMY7
10.1017_s0007123418000601,10.7910/DVN/0BFF0K
10.1017_s0007123418000613,10.7910/DVN/YZSZFY
10.1017_s0007123418000625,10.7910/DVN/MX5NIV
10.1017_s0007123418000637,10.7910/DVN/VIXNNE
10.1017_s0007123418000650,10.7910/DVN/RIKYVD
10.1017_s0007123419000012,10.7910/DVN/E3NJN8
10.1017_s0007123419000061,10.7910/DVN/9JLCSY
10.1017_s0007123419000073,10.7910/DVN/MSIW8E
10.1017_s0007123419000085,10.7910/DVN/APVNPF
10.1017_s0007123419000097,10.7910/DVN/CMMQRK
10.1017_s0007123419000103,10.7910/DVN/TYJOMG
10.1017_s0007123419000115,10.7910/DVN/7H6XQO
10.1017_s0007123419000127,10.7910/DVN/DHWZYE
10.1017_s0007123419000152,10.7910/DVN/R2X0VR
10.1017_s000712341900019x,10.7910/DVN/UWMHET
10.1017_s0007123419000206,10.7910/DVN/QBPIVL
10.1017_s0007123419000218,10.7910/DVN/QICYLQ
10.1017_s000712341900022x,10.7910/DVN/GOGH2L
10.1017_s0007123419000243,10.7910/DVN/XDDN2Y
10.1017_s0007123419000267,10.7910/DVN/EHW8MI
10.1017_s0007123419000279,10.7910/DVN/HWJI6N
10.1017_s0007123419000280,10.7910/DVN/EB1T26
10.1017_s0007123419000292,10.7910/DVN/9HKISQ
10.1017_s0007123419000309,10.7910/DVN/L5PBPL
10.1017_s0007123419000322,10.7910/DVN/MPQGZP
10.1017_s0007123419000358,10.7910/DVN/QBBVOL
10.1017_s0007123419000383,10.7910/DVN/OXIOI9
10.1017_s0007123419000395,10.7910/DVN/X0EC41
10.1017_s0007123419000401,10.7910/DVN/T3CGGV
10.1017_s0007123419000413,10.7910/DVN/IJNZWK
10.1017_s0007123419000437,10.7910/DVN/V7TQOZ
10.1017_s0007123419000449,10.7910/DVN/YPYMH8
10.1017_s0007123419000450,10.7910/DVN/CTKZIG
10.1017_s0007123419000462,10.7910/DVN/BKI1X3
10.1017_s0007123419000474,10.7910/DVN/3RF1X0
10.1017_s0007123419000486,10.7910/DVN/OVLKN9
10.1017_s0007123419000498,10.7910/DVN/EDHLIN
10.1017_s0007123419000504,10.7910/DVN/PDPQFB
10.1017_s0007123419000516,10.7910/DVN/2KE1XF
10.1017_s0007123419000528,10.7910/DVN/DQ1W55
10.1017_s0007123419000541,10.7910/DVN/GYMPE7
10.1017_s0007123419000553,10.7910/DVN/4C1KJT
10.1017_s0007123419000589,10.7910/DVN/U1JEC0
10.1017_s0007123419000590,10.7910/DVN/JLJUB4
10.1017_s0007123419000607,10.7910/DVN/FO4HLG
10.1017_s0007123419000607,10.7910/DVN/64DIJQ
10.1017_s0007123419000619,10.7910/DVN/XERE2A
10.1017_s0007123419000620,10.7910/DVN/UM6KP5
10.1017_s0007123419000656,10.7910/DVN/EJWXAO
10.1017_s0007123419000681,10.7910/DVN/SVXE7L
10.1017_s0007123419000693,10.7910/DVN/CW7SXR
10.1017_s000712341900070x,10.7910/DVN/T24N31
10.1017_s000712342000037x,10.7910/DVN/RNPR9U
10.1017_s0020818320000570,10.7910/DVN/WEYEUM
10.1017_s0043887116000290,10.7910/DVN/RAHUFD
10.1017_s0043887117000193,10.7910/DVN/VL6E3Q
10.1017_s0043887117000351,10.7910/DVN/3ISXG0
10.1017_s0043887117000363,10.7910/DVN/O9PUSY
10.1017_s0043887117000375,10.7910/DVN/GHXJYL
10.1017_s0043887118000023,10.7910/DVN/EBM4G6
10.1017_s0043887118000047,10.7910/DVN/C1GTRV
10.1017_s004388711800028x,10.7910/DVN/F3IZUF
10.1017_s0043887118000291,10.7910/DVN/GKPMOG
10.1017_s0043887118000308,10.7910/DVN/SQ0UM2
10.1017_s0043887118000345,10.7910/DVN/LVFRCL
10.1017_s0043887119000017,10.7910/DVN/CWFTZX
10.1017_s0043887119000029,10.7910/DVN/LU8IDT
10.1017_s0043887119000030,10.7910/DVN/SWFNQE
10.1017_s0043887119000066,10.7910/DVN/XC4E1I
10.1017_s0043887119000078,10.7910/DVN/YSVMS2
10.1017_s004388711900008x,10.7910/DVN/JXOB6N
10.1017_s0043887119000133,10.7910/DVN/KOVT5Y
10.1017_s0043887119000145,10.7910/DVN/YR4EQH
10.1017_s0043887119000157,10.7910/DVN/ULXRHT
10.1017_s0043887120000015,10.7910/DVN/ZZIQBB
10.1017_s0043887120000027,10.7910/DVN/QTUFUWK
10.1017_s0043887120000064,10.7910/DVN/5XM0XM
10.1017_s0043887120000106,10.7910/DVN/OMDQI9
10.1017_s0043887120000179,10.7910/DVN/KPAXSZ
10.1017_s0043887120000234,10.7910/DVN/ITLVMH
10.1017_s004388712000026x,10.7910/DVN/5JH0WJ
10.1017_s0043887120000295,10.7910/DVN/KOIKBJ
10.1017_s0043887121000034,10.7910/DVN/M0PKZE
10.1017_s0143814x18000053,10.7910/DVN/M8NGVF
10.1017_s0143814x18000181,10.7910/DVN/SX7ESZ
10.1017_s0143814x18000211,10.7910/DVN/TLNMPB
10.1017_s0143814x18000259,10.7910/DVN/SBVFUL
10.1017_s0143814x18000314,10.7910/DVN/DAE3PG
10.1017_s0143814x1800034x,10.7910/DVN/G3BKWGA
10.1017_s0143814x18000363,10.7910/DVN/Z6EZG3
10.1017_s0143814x18000405,10.7910/DVN/GCXFYS
10.1017_s0143814x18000430,10.7910/DVN/WKCZ9Z
10.1017_s0143814x18000491,10.7910/DVN/5EZOHY
10.1017_s0143814x19000011,10.7910/DVN/WFOVZZ
10.1017_s0143814x19000011,10.7910/DVN/GDF6Z0
10.1017_s0143814x19000059,10.7910/DVN/HMKHFB
10.1017_s0143814x19000126,10.7910/DVN/KOP4D7
10.1017_s0143814x19000138,10.7910/DVN/1VDZE9
10.1017_s0143814x19000151,10.7910/DVN/RURFHL
10.1017_s0143814x19000205,10.7910/DVN/LUJC8I
10.1017_s0143814x19000229,10.7910/DVN/TMO87V
10.1017_s0143814x19000321,10.7910/DVN/4XWTBK
10.1017_s0143814x20000045,10.7910/DVN/KBTHZH
10.1017_s0143814x20000045,10.7910/DVN/0NV9LF
10.1017_s0143814x20000069,10.7910/DVN/3DJVQP
10.1017_s1049096514000341,10.7910/DVN/POLLYV
10.1017_s1049096517002566,10.7910/DVN/5LJAMC
10.1017_s104909651900009x,10.7910/DVN/BSLEFD
10.1017_s1049096519000192,10.7910/DVN/UCBNEH
10.1017_s1049096519001227,10.7910/DVN/CIBFU4
10.1017_s1049096520000748,10.7910/DVN/MSBZMY
10.1017_s1049096520000803,10.7910/DVN/3DIX8E
10.1017_s1049096520000840,10.7910/DVN/B3Y1GZ
10.1017_s1049096520000876,10.7910/DVN/5UVZOS
10.1017_s1049096520000918,10.7910/DVN/TL3BLS
10.1017_s1049096520001031,10.7910/DVN/2ASZ9B
10.1017_s1049096520001067,10.7910/DVN/JYJBPG
10.1017_s1049096520001079,10.7910/DVN/SNLJB6
10.1017_s1049096520001353,10.7910/DVN/IBFHRE
10.1017_s1049096520001365,10.7910/DVN/XJVOBX
10.1017_s1049096520001377,10.7910/DVN/QUPBSR
10.1017_s1049096520001389,10.7910/DVN/NQWLFH
10.1017_s1049096520001390,10.7910/DVN/T6FKLQ
10.1017_s1049096520001407,10.7910/DVN/ADMBN9
10.1017_s1049096520001419,10.7910/DVN/MHUC8C
10.1017_s1049096520001420,10.7910/DVN/RLECFV
10.1017_s1049096520001444,10.7910/DVN/A3PNXK
10.1017_s1049096520001456,10.7910/DVN/S1594S
10.1017_s1049096520001468,10.7910/DVN/6GWHQB
10.1017_s1049096520001481,10.7910/DVN/UQ2BCG
10.1017_s1049096520001596,10.7910/DVN/OGTHTO
10.1017_s1049096520001626,10.7910/DVN/ZHYKSD
10.1017_s1049096520001638,10.7910/DVN/NAH0FD
10.1017_s104909652000164x,10.7910/DVN/JCO5EI
10.1017_s1049096520001651,10.7910/DVN/KAPQWT
10.1017_s1049096520001687,10.7910/DVN/JYIZ73
10.1017_s1049096520001730,10.7910/DVN/G7KPHT
10.1017_s1049096520001742,10.7910/DVN/FVKAGM
10.1017_s104909652000178x,10.7910/DVN/CJQROH
10.1017_s1049096520001870,10.7910/DVN/1VCMGG
10.1017_s1049096520001882,10.7910/DVN/7HRZOW
10.1017_s1049096520002000,10.7910/DVN/PXLWBZ
10.1017_s1049096520002012,10.7910/DVN/MSC8DO
10.1017_s1049096520002036,10.7910/DVN/A8QDOX
10.1017_s1049096520002061,10.7910/DVN/EIKB8U
10.1017_s1049096521000019,10.7910/DVN/OTN7GQ
10.1017_s1049096521000020,10.7910/DVN/2GTVCL
10.1017_s104909652100007x,10.7910/DVN/TQYV0I
10.1017_s1049096521000135,10.7910/DVN/D6W8W1
10.1017_s1049096521000196,10.7910/DVN/21CU9M
10.1017_s1049096521000366,10.7910/DVN/JLLFGK
10.1017_s1537592717004182,10.7910/DVN/PBACES
10.1017_s1537592717004224,10.7910/DVN/CC8VFT
10.1017_s1537592717004236,10.7910/DVN/L1E3F6
10.1017_s1537592717004248,10.7910/DVN/4S83QX
10.1017_s153759271700425x,10.7910/DVN/TZTW1J
10.1017_s1537592717004273,10.7910/DVN/L2GSK6
10.1017_s153759271800107x,10.7910/DVN/MWGOZS
10.1017_s1537592718001081,10.7910/DVN/QOOFYS
10.1017_s1537592718001093,10.7910/DVN/VZSO5S
10.1017_s1537592718001573,10.7910/DVN/Q8YTNL
10.1017_s1537592718002098,10.7910/DVN/1KYJ3N
10.1017_s1537592718002104,10.7910/DVN/V1OVVA
10.1017_s1537592718002128,10.7910/DVN/QTWGXI
10.1017_s153759271800213x,10.7910/DVN/RRF7EU
10.1017_s1537592718002153,10.7910/DVN/HM5XCO
10.1017_s1537592718003274,10.7910/DVN/UGKVTJ
10.1017_s1537592718003468,10.7910/DVN/CNTPVV
10.1017_s1537592718003857,10.7910/DVN/IB504I
10.1017_s1537592718004024,10.7910/DVN/KE2AQU
10.1017_s153759271900001x,10.7910/DVN/IYWXMF
10.1017_s1537592719000288,10.7910/DVN/I5POAD
10.1017_s1537592719000744,10.7910/DVN/FV7UOH
10.1017_s1537592719000756,10.7910/DVN/1HCPSG
10.1017_s1537592719000768,10.7910/DVN/ZECDW0
10.1017_s1537592719000768,10.7910/DVN/MLLQDH
10.1017_s153759271900077x,10.7910/DVN/QJ4MK0
10.1017_s1537592719000963,10.7910/DVN/RTJ02G
10.1017_s1537592719000999,10.7910/DVN/GNCDZR
10.1017_s1537592719001002,10.7910/DVN/ZGI2GF
10.1017_s1537592719001063,10.7910/DVN/CVCF75
10.1017_s1537592719001075,10.7910/DVN/XSGYWA
10.1017_s1537592719001087,10.7910/DVN/2JT5JK
10.1017_s1537592719001427,10.7910/DVN/WHLUMW
10.1017_s153759271900238x,10.7910/DVN/3SFGTQ
10.1017_s1537592719002391,10.7910/DVN/4QJW0V
10.1017_s1537592719002597,10.7910/DVN/LGLTN2
10.1017_s1537592719003414,10.7910/DVN/8WLEMA
10.1017_s1537592719003438,10.7910/DVN/IH1AJS
10.1017_s1537592719003840,10.7910/DVN/HSAXKU
10.1017_s1537592719003852,10.7910/DVN/OGQJXI
10.1017_s1537592719003864,10.7910/DVN/XKOVUN
10.1017_s153759271900389x,10.7910/DVN/EFLNUM
10.1017_s1537592719003943,10.7910/DVN/0NVQK4
10.1017_s153759271900447x,10.7910/DVN/XTVNXN
10.1017_s1537592719004985,10.7910/DVN/FROKE5
10.1017_s1537592719005012,10.7910/DVN/MQAWKE
10.1017_s1537592720000055,10.7910/DVN/IUCOEP
10.1017_s1537592720000067,10.7910/DVN/YBPZRS
10.1017_s1537592720001164,10.7910/DVN/SWVFV8
10.1017_s1537592720001279,10.7910/DVN/CDA5FN
10.1017_s1537592720001334,10.7910/DVN/VX6UIH
10.1017_s1537592720001346,10.7910/DVN/AUTKAV
10.1017_s153759272000208x,10.7910/DVN/L6KU0D
10.1017_s1537592720002388,10.7910/DVN/QVOPRT
10.1017_s1537592720002406,10.7910/DVN/KHZER5
10.1017_s153759272000242x,10.7910/DVN/6FFKRI
10.1017_s1537592720004478,10.7910/DVN/P6YAMO
10.1017_s1743923x19000448,10.7910/DVN/CAEBM1
10.1017_s1752971919000071,10.7910/DVN/2K4FHX
10.1017_s1755773918000097,10.7910/DVN/60RZCC
10.1017_s1755773920000387,10.7910/DVN/CNG7ZD
10.1057_s41295-019-00168-3,10.7910/DVN/HIIMRK
10.1080_01402382.2015.1045317,10.7910/DVN/9LUAWA
10.1080_01402382.2019.1668245,10.7910/DVN/YJUIBI
10.1080_01402382.2020.1715605,10.7910/DVN/NFXWUO
10.1080_03050629.2017.1257489,10.7910/DVN/ARJZPX
10.1080_03050629.2020.1835892,10.7910/DVN/28117L
10.1080_09636412.2021.1885726,10.7910/DVN/2QRWGO
10.1080_09644008.2017.1287900,10.7910/DVN/X3VUSW
10.1080_09692290.2018.1431956,10.7910/DVN/FDSXMR
10.1080_10584609.2018.1551256,10.7910/DVN/EWYTZ7
10.1080_1060586x.2016.1144334,10.7910/DVN/ZJQZH5
10.1080_1060586x.2016.1227033,10.7910/DVN/YDHE6Y
10.1080_1060586x.2018.1452247,10.7910/DVN/IHJSYP
10.1080_1060586x.2018.1484031,10.7910/DVN/KCHDJ9
10.1080_13439006.2021.1921947,10.7910/DVN/OAM0IN
10.1080_13501763.2019.1701532,10.7910/DVN/CQTBFD
10.1080_13510347.2019.1606797,10.7910/DVN/V0AD8L
10.1080_13510347.2019.1645127,10.7910/DVN/HTTWYL
10.1080_13510347.2020.1770731,10.7910/DVN/VEWJQI
10.1080_13510347.2020.1786683,10.7910/DVN/W8PXZC
10.1080_14754835.2016.1153411,10.7910/DVN/4OWQTP
10.1080_19331681.2018.1460288,10.7910/DVN/T1BPZR
10.1080_19331681.2018.1460288,10.7910/DVN/SWMWX8
10.1080_19331681.2018.1485608,10.7910/DVN/BKBXWD
10.1086_704223,10.7910/DVN/LZHMG3
10.1086_704223,10.7910/DVN/ZXZMJB
10.1086_706764,10.7910/DVN/2T7Z7B
10.1086_707059,10.7910/DVN/9RJGWB
10.1086_707059,10.7910/DVN/70SNIS
10.1086_707059,10.7910/DVN/P6NC0M
10.1086_707493,10.7910/DVN/O5PX0B
10.1086_709432,10.7910/DVN/NIWSMI
10.1093_fpa_orz010,10.7910/DVN/UQUQ9G
10.1093_irap_lcy024,10.7910/DVN/VS2F5D
10.1093_irap_lcz005,10.7910/DVN/T8EIWO
10.1093_isp_ekz006,10.7910/DVN/VKQN8E
10.1093_isq_sqaa008,10.7910/DVN/DMWZGC
10.1093_isq_sqaa043,10.7910/DVN/EARQIG
10.1093_isq_sqaa073,10.7910/DVN/QI2T9A
10.1093_isq_sqaa079,10.7910/DVN/PVYZ4Z
10.1093_isq_sqab003,10.7910/DVN/FC6WAO
10.1093_isq_sqw016,10.7910/DVN/OMJYE5
10.1093_jopart_muaa001,10.7910/DVN/Q724UM
10.1093_jopart_muaa012,10.7910/DVN/XZJRA2
10.1093_jopart_muaa049,10.7910/DVN/RUDBDL
10.1093_pan_mpt025,10.7910/DVN/23025UNF
10.1093_pan_mpt027,10.7910/DVN/22893U
10.1093_pan_mpt028,10.7910/DVN/23113IQSS
10.1093_pan_mpt049,10.7910/DVN/23773UNF
10.1093_pan_mpt050,10.7910/DVN/23170IQSS
10.1093_pan_mpt051,10.7910/DVN/23510U
10.1093_pan_mpu016,10.7910/DVN/27100D
10.1093_pan_mpv014,10.7910/DVN/FSNGNP
10.1093_pan_mpv015,10.7910/DVN/4K4VTC
10.1093_pan_mpv016,10.7910/DVN/PPPKMF
10.1093_pan_mpv017,10.7910/DVN/GY6P9I
10.1093_pan_mpv019,10.7910/DVN/DOSJCD
10.1093_pan_mpv020,10.7910/DVN/I7Y3G2
10.1093_pan_mpv021,10.7910/DVN/1FYXUJ
10.1093_pan_mpv023,10.7910/DVN/IZWWBC
10.1093_pan_mpv027,10.7910/DVN/VAKZ2G
10.1093_pan_mpv028,10.7910/DVN/QE27H9
10.1093_pan_mpv029,10.7910/DVN/MVIQUD
10.1093_pan_mpv031,10.7910/DVN/KD4MXV
10.1093_pan_mpv032,10.7910/DVN/DH1IUI
10.1093_pan_mpv034,10.7910/DVN/2AIHQF
10.1093_pan_mpv035,10.7910/DVN/SACLMT
10.1093_pan_mpw001,10.7910/DVN/SVY5VF
10.1093_pan_mpw003,10.7910/DVN/4IOIWV
10.1093_pan_mpw004,10.7910/DVN/N2I9LC
10.1093_pan_mpw005,10.7910/DVN/54JC6M
10.1093_pan_mpw006,10.7910/DVN/JSXOEY
10.1093_pan_mpw007,10.7910/DVN/J7HUX3
10.1093_pan_mpw009,10.7910/DVN/Q7V70C
10.1093_pan_mpw010,10.7910/DVN/HZHVCU
10.1093_pan_mpw012,10.7910/DVN/I5KCWI
10.1093_pan_mpw013,10.7910/DVN/D6HU1J
10.1093_pan_mpw014,10.7910/DVN/VW7G2Q
10.1093_pan_mpw017,10.7910/DVN/RQMIV3
10.1093_pan_mpw018,10.7910/DVN/V6ECYU
10.1093_pan_mpw019,10.7910/DVN/QXCFO2
10.1093_pan_mpw020,10.7910/DVN/CRLKIF
10.1093_pan_mpw024,10.7910/DVN/BCQM3Y
10.1093_poq_nfaa002,10.7910/DVN/BC3CPN
10.1093_poq_nfaa007,10.7910/DVN/BDNMMD
10.1093_poq_nfaa027,10.7910/DVN/ZSBZ7K
10.1093_poq_nfaa042,10.7910/DVN/OVEBRB
10.1093_poq_nfaa045,10.7910/DVN/YRFMZF
10.1093_poq_nfaa048,10.7910/DVN/DPFNTQ
10.1093_poq_nfu008,10.7910/DVN/VOTEEX
10.1093_poq_nfy015,10.7910/DVN/FAU3VR
10.1093_publius_pjaa031,10.7910/DVN/TG2AOT
10.1093_publius_pjz028,10.7910/DVN/K7ELHW
10.1093_publius_pjz032,10.7910/DVN/L4KQ76
10.1093_ser_mwx026,10.7910/DVN/3CBOAT
10.1111_1475-6765.12305,10.7910/DVN/0UNUAM
10.1111_1475-6765.12340,10.7910/DVN/XPCVEI
10.1111_1475-6765.12380,10.7910/DVN/4TEDMI
10.1111_1475-6765.12382,10.7910/DVN/UJDXNE
10.1111_1475-6765.12384,10.7910/DVN/B5VGCD
10.1111_1475-6765.12403,10.7910/DVN/LCZTAN
10.1111_1758-5899.12452,10.7910/DVN/L716E8
10.1111_ajps.12209,10.7910/DVN/KAQVNP
10.1111_ajps.12213,10.7910/DVN/UPSRNO
10.1111_ajps.12214,10.7910/DVN/9OOLQ7
10.1111_ajps.12215,10.7910/DVN/9TPNOT
10.1111_ajps.12218,10.7910/DVN/4FCVUR
10.1111_ajps.12220,10.7910/DVN/SDUGCC
10.1111_ajps.12225,10.7910/DVN/OJCQ5O
10.1111_ajps.12227,10.7910/DVN/4LZXTY
10.1111_ajps.12228,10.7910/DVN/UKIUV1
10.1111_ajps.12230,10.7910/DVN/BLXMCY
10.1111_ajps.12232,10.7910/DVN/E9UQ0S
10.1111_ajps.12234,10.7910/DVN/O3A06T
10.1111_ajps.12235,10.7910/DVN/OX5CZF
10.1111_ajps.12239,10.7910/DVN/NC06GQ
10.1111_ajps.12241,10.7910/DVN/03MTMJ
10.1111_ajps.12242,10.7910/DVN/TMTCZD
10.1111_ajps.12248,10.7910/DVN/QUHIIE
10.1111_ajps.12250,10.7910/DVN/IIYGGX
10.1111_ajps.12252,10.7910/DVN/1HOVTU
10.1111_ajps.12255,10.7910/DVN/WTUGFZ
10.1111_ajps.12259,10.7910/DVN/VT4KJA
10.1111_ajps.12260,10.7910/DVN/K6ZOOW
10.1111_ajps.12261,10.7910/DVN/STOQ1Q
10.1111_ajps.12262,10.7910/DVN/LWED0F
10.1111_ajps.12263,10.7910/DVN/2XP8YF
10.1111_ajps.12264,10.7910/DVN/NQOWDE
10.1111_ajps.12265,10.7910/DVN/FS90RJ
10.1111_ajps.12266,10.7910/DVN/NS3NMH
10.1111_ajps.12268,10.7910/DVN/ZSYWHO
10.1111_ajps.12270,10.7910/DVN/ZFLG25
10.1111_ajps.12271,10.7910/DVN/X88LYH
10.1111_ajps.12274,10.7910/DVN/RJAUNW
10.1111_ajps.12275,10.7910/DVN/DTFR60
10.1111_ajps.12278,10.7910/DVN/EBF7XW
10.1111_ajps.12279,10.7910/DVN/WPKTKJ
10.1111_ajps.12280,10.7910/DVN/FZI6NO
10.1111_ajps.12282,10.7910/DVN/W1TDGZ
10.1111_ajps.12284,10.7910/DVN/S9MIJU
10.1111_ajps.12285,10.7910/DVN/IXWZZO
10.1111_ajps.12286,10.7910/DVN/W2HZSO
10.1111_ajps.12287,10.7910/DVN/DJ2DPZ
10.1111_ajps.12288,10.7910/DVN/LCDBRU
10.1111_ajps.12289,10.7910/DVN/PLLBQJ
10.1111_ajps.12290,10.7910/DVN/Q8CSU8
10.1111_ajps.12294,10.7910/DVN/LZGQOH
10.1111_ajps.12296,10.7910/DVN/BXXWWW
10.1111_ajps.12298,10.7910/DVN/LVHIYG
10.1111_ajps.12300,10.7910/DVN/UQAIZI
10.1111_ajps.12304,10.7910/DVN/GDFJ4N
10.1111_ajps.12305,10.7910/DVN/GZA3GY
10.1111_ajps.12306,10.7910/DVN/RSD5BV
10.1111_ajps.12307,10.7910/DVN/WZV20D
10.1111_ajps.12311,10.7910/DVN/XZFHCP
10.1111_ajps.12312,10.7910/DVN/DEMP8Q
10.1111_ajps.12314,10.7910/DVN/QSXDUN
10.1111_ajps.12315,10.7910/DVN/RW10GZ
10.1111_ajps.12318,10.7910/DVN/MPQQC0
10.1111_ajps.12319,10.7910/DVN/I0VEMG
10.1111_ajps.12322,10.7910/DVN/BFLPBK
10.1111_ajps.12323,10.7910/DVN/PGCVDP
10.1111_ajps.12325,10.7910/DVN/TJKIWN
10.1111_ajps.12326,10.7910/DVN/EL6ZCZ
10.1111_ajps.12328,10.7910/DVN/J2FA5R
10.1111_ajps.12329,10.7910/DVN/LD6NL8
10.1111_ajps.12331,10.7910/DVN/BPON3K
10.1111_ajps.12332,10.7910/DVN/PGXO5O
10.1111_ajps.12335,10.7910/DVN/BAG0DS
10.1111_ajps.12337,10.7910/DVN/TR4OUK
10.1111_ajps.12339,10.7910/DVN/4XI0UG
10.1111_ajps.12340,10.7910/DVN/XRJ43D
10.1111_ajps.12341,10.7910/DVN/KYI9AR
10.1111_ajps.12342,10.7910/DVN/QO6EMT
10.1111_ajps.12346,10.7910/DVN/9AWUYJ
10.1111_ajps.12347,10.7910/DVN/XBNJD9
10.1111_ajps.12348,10.7910/DVN/ACYZIC
10.1111_ajps.12349,10.7910/DVN/TJ1ZXX
10.1111_ajps.12350,10.7910/DVN/JTV6W6
10.1111_ajps.12351,10.7910/DVN/D5DEHM
10.1111_ajps.12352,10.7910/DVN/H13U6G
10.1111_ajps.12353,10.7910/DVN/PL2XFD
10.1111_ajps.12355,10.7910/DVN/HI1X4O
10.1111_ajps.12356,10.7910/DVN/MYDZNF
10.1111_ajps.12357,10.7910/DVN/EZSJ1S
10.1111_ajps.12358,10.7910/DVN/NRAQRH
10.1111_ajps.12359,10.7910/DVN/8R3LTP
10.1111_ajps.12360,10.7910/DVN/MZKJDR
