dv_doi,paper_doi
10.7910/DVN/SVDD2B,10.1111/isqu.12170
10.7910/DVN/BIXWNU,10.1111/isqu.12000
10.7910/DVN/BBXQIT,10.1093/isq/sqz013
10.7910/DVN/NSEOHP,10.1111/j.1468-2478.2009.00578.x
10.7910/DVN/PQNQJT,10.1111/isqu.12070
10.7910/DVN/RT5HRL,10.1093/isq/sqw031
10.7910/DVN/KEUWTT,10.1111/isqu.12077
10.7910/DVN/TDTZHE,10.1093/isq/sqz006
10.7910/DVN/D409HA,10.1111/isqu.12086
10.7910/DVN/8GUO4D,10.1111/j.1468-2478.2011.00696.x
10.7910/DVN/A4LII3,10.1093/isq/sqaa048
10.7910/DVN/C0GITL,10.1111/isqu.12164
10.7910/DVN/UHE8TY,10.1111/isqu.12054
10.7910/DVN/L80DZI,10.1093/isq/sqz091
10.7910/DVN/NSDEJD,10.1111/isqu.12151
10.7910/DVN/ZSIQSC,10.1111/j.1468-2478.2009.00582.x
10.7910/DVN/1CBIQW,10.1093/isq/sqz028
10.7910/DVN/OBRR7O,10.1093/isq/sqz035
10.7910/DVN/2DLCPZ,10.1093/isq/sqx027
10.7910/DVN/NZCGYX,10.1093/isq/sqx025
10.7910/DVN/BIKSUI,10.1111/isqu.12150
10.7910/DVN/WC7URM,10.1093/isq/sqz067
10.7910/DVN/4XQUKB,10.1093/isq/sqw052
10.7910/DVN/0ZPJNK,10.1093/isq/sqaa046
10.7910/DVN/WOEWTX,10.1111/j.1468-2478.2011.00673.x
10.7910/DVN/3YK0HL,10.1093/isq/sqx084
10.7910/DVN/2TTPKI,10.1111/j.1468-2478.2012.00727.x
10.7910/DVN/REAYUP,10.1111/j.1468-2478.2012.00754.x
10.7910/DVN/M9XE2D,10.1093/isq/sqw014
10.7910/DVN/AAOROC,10.1111/j.1468-2478.2010.00625.x
10.7910/DVN/OSLJ2Z,10.1111/isqu.12184
10.7910/DVN/TYZK9Z,10.1093/isq/sqx023
10.7910/DVN/QHZHJH,10.1111/isqu.12072
10.7910/DVN/PLMF84,10.1111/j.1468-2478.2011.00664.x
10.7910/DVN/OMYULN,10.1111/isqu.12158
10.7910/DVN/DVMT2R,10.1093/isq/sqy012
10.7910/DVN/9RCMPV,10.1093/isq/sqv009
10.7910/DVN/2QG92Y,10.1111/isqu.12135
10.7910/DVN/F4N6RG,10.1111/isqu.12148
10.7910/DVN/RGIMXH,10.1093/isq/sqz020
10.7910/DVN/UC2TBL,10.1111/j.1468-2478.2012.00758.x
10.7910/DVN/1M5XOJ,10.1093/isq/sqz090
10.7910/DVN/DMBKBJ,10.1093/isq/sqz046
10.7910/DVN/NFLVJG,10.1111/isqu.12147
10.7910/DVN/VCKGUZ,10.1093/isq/sqx049
10.7910/DVN/TPAB95,10.1111/isqu.12173
10.7910/DVN/DZQDQO,10.1111/isqu.12075
10.7910/DVN/T9ZRHO,10.1093/isq/sqaa007
10.7910/DVN/YSAKX8,10.1093/isq/sqaa014
10.7910/DVN/JJVUNZ,10.1093/isq/sqz061
10.7910/DVN/2JKA7I,10.1093/isq/sqaa010
10.7910/DVN/W8AAYK,10.1093/isq/sqx051
10.7910/DVN/NFIALV,10.1111/isqu.12022
10.7910/DVN/BUOKNI,10.1093/isq/sqaa013
10.7910/DVN/5RZSHQ,10.1111/j.1468-2478.2009.00575.x
10.7910/DVN/XYJXU5,10.1093/isq/sqz043
10.7910/DVN/LIMPMU,10.1093/isq/sqz078
10.7910/DVN/LBXXFE,10.1093/isq/sqv002
10.7910/DVN/TS1TX0,10.1111/isqu.12196
10.7910/DVN/KDPJUC,10.1093/isq/sqaa027
10.7910/DVN/YG5CEX,10.1111/isqu.12013
10.7910/DVN/SYYEVW,10.1111/isqu.12031
10.7910/DVN/G1FLRY,10.1111/isqu.12140
10.7910/DVN/5KJ80Q,10.1111/isqu.12102
10.7910/DVN/3NGR05,10.1111/isqu.12049
10.7910/DVN/FSKY7K,10.1093/isq/sqy005
10.7910/DVN/CYIXIW,10.1111/isqu.12157
10.7910/DVN/GCPM1D,10.1093/isq/sqz051
10.7910/DVN/FAG8BP,10.1093/isq/sqx082
10.7910/DVN/BMXZLE,10.1093/isq/sqv006
10.7910/DVN/TBY2KK,10.1111/j.1468-2478.2010.00620.x
10.7910/DVN/6CWQNQ,10.1093/isq/sqaa011
10.7910/DVN/3EUZ4G,10.1093/isq/sqx031
10.7910/DVN/Y2EMIO,10.1111/isqu.12055
10.7910/DVN/YAPXVG,10.1111/isqu.12003
10.7910/DVN/LYGLR8,10.1093/isq/sqv025
10.7910/DVN/A4LII3,10.1093/isq/sqaa033
10.7910/DVN/DYKHRO,10.1111/isqu.12018
10.7910/DVN/ETNFCY,10.1093/isq/sqw056
10.7910/DVN/XJ5JR6,10.1093/isq/sqw017
10.7910/DVN/RNEDUG,10.1111/j.1468-2478.2011.00665.x
10.7910/DVN/2NDL6R,10.1093/isq/sqy010
10.7910/DVN/KDKPJQ,10.1093/isq/sqw025
10.7910/DVN/VSVQGM,10.1111/isqu.12081
10.7910/DVN/TLBTYD,10.1093/isq/sqx081
10.7910/DVN/MNMVYH,10.1111/isqu.12176
10.7910/DVN/1R5N32,10.1111/isqu.12068
10.7910/DVN/VAMRSP,10.1111/isqu.12121
10.7910/DVN/TBKLWV,10.1093/isq/sqw010
10.7910/DVN/LVK5M9,10.1093/isq/sqaa003
10.7910/DVN/JLAWY2,10.1093/isq/sqy050
10.7910/DVN/O8IPXU,10.1111/j.1468-2478.2011.00716.x
10.7910/DVN/VJ24XV,10.1111/j.1468-2478.2012.00759.x
10.7910/DVN/2IO3DL,10.1093/isq/sqy056
10.7910/DVN/VDSNFL,10.1111/isqu.12136
10.7910/DVN/0UNYW3,10.1093/isq/sqx064
10.7910/DVN/G4W5TQ,10.1111/isqu.12058
10.7910/DVN/O1PMGO,10.1111/j.1468-2478.2012.00750.x
10.7910/DVN/44XF6M,10.1093/isq/sqx043
10.7910/DVN/LMWEMZ,10.1093/isq/sqw037
10.7910/DVN/QMTXDA,10.1111/isqu.12045
10.7910/DVN/SOQAME,10.1111/isqu.12107
10.7910/DVN/4O4R79,10.1093/isq/sqv005
10.7910/DVN/BEOQV2,10.1093/isq/sqx077
10.7910/DVN/EWLYQG,10.1111/isqu.12028
10.7910/DVN/JOBDDI,10.1093/isq/sqy006
10.7910/DVN/P0TZCE,10.1111/isqu.12129
10.7910/DVN/DFIF4K,10.1111/j.1468-2478.2012.00730.x
10.7910/DVN/KKU9SC,10.1111/j.1468-2478.2010.00631.x
10.7910/DVN/M8INWW,10.1093/isq/sqaa012
10.7910/DVN/7N6ZEX,10.1111/isqu.12039
10.7910/DVN/BUYITG,10.1111/j.1468-2478.2011.00697.x
10.7910/DVN/VHV4CO,10.1093/isq/sqz056
10.7910/DVN/NFMGFD,10.1111/isqu.12180
10.7910/DVN/NRQFDQ,10.1093/isq/sqv024
10.7910/DVN/XFNBZ6,10.1111/j.1468-2478.2011.00679.x
10.7910/DVN/R1M1ID,10.1093/isq/sqx029
10.7910/DVN/CISIP2,10.1093/isq/sqv011
10.7910/DVN/74JESF,10.1093/isq/sqz025
10.7910/DVN/MOIPE7,10.1111/isqu.12190
10.7910/DVN/YOBC8Z,10.1093/isq/sqz048
10.7910/DVN/ESIII1,10.1093/isq/sqv016
10.7910/DVN/AKM97Q,10.1093/isq/sqw053
10.7910/DVN/6HDOGE,10.1111/isqu.12056
10.7910/DVN/WWGLRS,10.1093/isq/sqw055
10.7910/DVN/TDHMNE,10.1111/j.1468-2478.2011.00712.x
10.7910/DVN/ZOOW11,10.1111/j.1468-2478.2010.00636.x
10.7910/DVN/SR7VMM,10.1111/isqu.12035
10.7910/DVN/ZIYJD8,10.1111/isqu.12001
10.7910/DVN/ZDAUXW,10.1111/j.1468-2478.2012.00729.x
10.7910/DVN/D4UHIQ,10.1093/isq/sqw013
10.7910/DVN/TQ3QOQ,10.1111/j.1468-2478.2011.00706.x
10.7910/DVN/MFR950,10.1093/isq/sqx028
10.7910/DVN/20YVPN,10.1093/isq/sqz058
10.7910/DVN/0COWAL,10.1111/j.1468-2478.2012.00757.x
10.7910/DVN/JLNWM8,10.1093/isq/sqw049
10.7910/DVN/8PVLQM,10.1093/isq/sqaa008
10.7910/DVN/Q1IWXQ,10.1111/j.1468-2478.2010.00622.x
10.7910/DVN/TCJLUW,10.1111/j.1468-2478.2010.00643.x
10.7910/DVN/GAR99G,10.1111/j.1468-2478.2011.00671.x
10.7910/DVN/DCLRIT,10.1093/isq/sqaa019
10.7910/DVN/MJ4RFL,10.1093/isq/sqx079
10.7910/DVN/IMVRJG,10.1093/isq/sqy063
10.7910/DVN/R9PVOF,10.1111/isqu.12071
10.7910/DVN/JERCL1,10.1093/isq/sqw039
10.7910/DVN/XJ28JK,10.1093/isq/sqx046
10.7910/DVN/GSY2TA,10.1093/isq/sqx001
10.7910/DVN/KMRVWY,10.1093/isq/sqx015
10.7910/DVN/ZFBES1,10.1111/isqu.12122
10.7910/DVN/NKIRJ5,10.1111/isqu.12006
10.7910/DVN/JRGEMU,10.1111/j.1468-2478.2011.00686.x
10.7910/DVN/EYCE4O,10.1111/isqu.12115
10.7910/DVN/TF046M,10.1093/isq/sqx047
10.7910/DVN/IGLWYD,10.1093/isq/sqx067
10.7910/DVN/7AUAM2,10.1093/isq/sqv008
10.7910/DVN/QCWXD8,10.1093/isq/sqaa044
10.7910/DVN/LP1F7C,10.1093/isq/sqx013
10.7910/DVN/S0VCUQ,10.1093/isq/sqz096
10.7910/DVN/0S5YSH,10.1093/isq/sqz064
10.7910/DVN/RX3CFQ,10.1111/isqu.12162
10.7910/DVN/W6R32B,10.1111/isqu.12110
10.7910/DVN/SJMRIY,10.1111/isqu.12087
10.7910/DVN/K5MT68,10.1093/isq/sqx019
10.7910/DVN/UR5TNI,10.1093/isq/sqw054
10.7910/DVN/I8XQPM,10.1093/isq/sqw028
10.7910/DVN/E9O8QK,10.1093/isq/sqz010
10.7910/DVN/8EWBO9,10.1093/isq/sqz041
10.7910/DVN/Q0N8Y0,10.1093/isq/sqz029
10.7910/DVN/WQA7TS,10.1093/isq/sqz037
10.7910/DVN/JIQOXQ,10.1111/isqu.12143
10.7910/DVN/IW2NMF,10.1111/j.1468-2478.2011.00711.x
10.7910/DVN/YNA0IL,10.1093/isq/sqz026
10.7910/DVN/ZZZPM7,10.1093/isq/sqw026
10.7910/DVN/2QS4R8,10.1093/isq/sqx086
10.7910/DVN/RCEBPK,10.1111/isqu.12134
10.7910/DVN/6DVBTI,10.1111/j.1468-2478.2012.00719.x
10.7910/DVN/TK9JNU,10.1093/isq/sqz021
10.7910/DVN/O7OHWJ,10.1111/j.1468-2478.2011.00668.x
10.7910/DVN/BTCLRP,10.1111/j.1468-2478.2012.00761.x
10.7910/DVN/A6UJAQ,10.1111/j.1468-2478.2010.00629.x
10.7910/DVN/XT6RCE,10.1093/isq/sqz082
10.7910/DVN/GLEY3J,10.1111/j.1468-2478.2009.00580.x
10.7910/DVN/JTQCBQ,10.1093/isq/sqw011
10.7910/DVN/TUCJAY,10.1111/j.1468-2478.2012.00732.x
10.7910/DVN/IIQEEM,10.1093/isq/sqz085
10.7910/DVN/BR99GD,10.1111/isqu.12062
10.7910/DVN/JCL4GT,10.1093/isq/sqx014
10.7910/DVN/HLPVPK,10.1111/isqu.12017
10.7910/DVN/PRJNG9,10.1093/isq/sqz045
10.7910/DVN/RHLJCR,10.1093/isq/sqx020
10.7910/DVN/SEJBJU,10.1111/isqu.12064
10.7910/DVN/DRZCQB,10.1111/isqu.12174
10.7910/DVN/6EOZAY,10.1093/isq/sqz011
10.7910/DVN/S9VBBL,10.1093/isq/sqz012
10.7910/DVN/GFBDQO,10.1093/isq/sqy043
10.7910/DVN/D069OK,10.1111/j.1468-2478.2011.00660.x
10.7910/DVN/Z7DN56,10.1111/isqu.12008
10.7910/DVN/PUIVRF,10.1111/isqu.12191
10.7910/DVN/1NF57V,10.1111/isqu.12021
10.7910/DVN/EDSACZ,10.1093/isq/sqv004
10.7910/DVN/2AV2CC,10.1093/isq/sqx068
10.7910/DVN/3XQJU5,10.1111/isqu.12188
10.7910/DVN/BOHZ2R,10.1111/isqu.12080
10.7910/DVN/GGN0AV,10.1093/isq/sqx022
10.7910/DVN/PLGKW5,10.1111/isqu.12185
10.7910/DVN/VX5NXO,10.1111/j.1468-2478.2009.00577.x
10.7910/DVN/X40QIH,10.1093/isq/sqv019
10.7910/DVN/78BIYW,10.1093/isq/sqw045
10.7910/DVN/XY2TUK,10.1093/isq/sqx041
10.7910/DVN/FUJGY1,10.1093/isq/sqw002
10.7910/DVN/RTFF2X,10.1093/isq/sqx052
10.7910/DVN/DAC9NX,10.1111/isqu.12057
10.7910/DVN/M8ZMYB,10.1111/isqu.12079
10.7910/DVN/2BJPFE,10.1111/j.1468-2478.2011.00703.x
10.7910/DVN/XICFI5,10.1111/isqu.12142
10.7910/DVN/BNCZED,10.1111/j.1468-2478.2012.00760.x
10.7910/DVN/WY3QZS,10.1093/isq/sqw007
10.7910/DVN/NYBSMR,10.1111/isqu.12125
10.7910/DVN/27KBWG,10.1111/isqu.12047
10.7910/DVN/VBNPJS,10.1093/isq/sqz068
10.7910/DVN/VXDQKV,10.1093/isq/sqz069
10.7910/DVN/D6OQUK,10.1093/isq/sqz063
10.7910/DVN/QYDIO2,10.1111/isqu.12073
10.7910/DVN/BJATY1,10.1111/j.1468-2478.2010.00621.x
10.7910/DVN/61HQCY,10.1111/j.1468-2478.2011.00694.x
10.7910/DVN/T0G0NU,10.1111/isqu.12209
10.7910/DVN/BTUTYP,10.1093/isq/sqx056
10.7910/DVN/1P0IL3,10.1111/isqu.12111
10.7910/DVN/GISNCV,10.1111/isqu.12007
10.7910/DVN/26HDEO,10.1111/j.1468-2486.2011.01078.x
10.7910/DVN/TBKLWV,10.1093/isr/viv013
10.7910/DVN/NXX3JJ,10.1017/s1752971913000018
10.7910/DVN/KYBEM4,10.1017/s1752971913000225
10.7910/DVN/TBKLWV,10.1017/s1752971916000154
10.7910/DVN/NQ0F7P,10.1111/jcms.12784
10.7910/DVN/14U9C2,10.1111/j.1468-5965.2009.02059_3.x
10.7910/DVN/MEJBZT,10.1162/jcws_e_00029
10.7910/DVN/MEJBZT,10.1162/jcws_r_00069
10.7910/DVN/MEJBZT,10.1162/jcws_e_00099
10.7910/DVN/MEJBZT,10.1162/jcws_e_00139
10.7910/DVN/MEJBZT,10.1162/jcws_e_00165
10.7910/DVN/MEJBZT,10.1162/jcws_e_00175
10.7910/DVN/MEJBZT,10.1162/jcws_e_00215
10.7910/DVN/MEJBZT,10.1162/jcws_e_00218
10.7910/DVN/MEJBZT,10.1162/jcws_e_00245
10.7910/DVN/MEJBZT,10.1162/jcws_e_00274
10.7910/DVN/MEJBZT,10.1162/jcws_e_00305
10.7910/DVN/MEJBZT,10.1162/jcws_e_00334
10.7910/DVN/MEJBZT,10.1162/jcws_e_00367
10.7910/DVN/MEJBZT,10.1162/jcws_e_00392
10.7910/DVN/MEJBZT,10.1162/jcws_e_00428
10.7910/DVN/MEJBZT,10.1162/jcws_e_00446
10.7910/DVN/MEJBZT,10.1162/jcws_e_00468
10.7910/DVN/MEJBZT,10.1162/jcws_e_00513
10.7910/DVN/MEJBZT,10.1162/jcws_e_00528
10.7910/DVN/MEJBZT,10.1162/jcws_e_00545
10.7910/DVN/MEJBZT,10.1162/jcws_e_00560
10.7910/DVN/MEJBZT,10.1162/jcws_e_00594
10.7910/DVN/MEJBZT,10.1162/jcws_e_00616
10.7910/DVN/MEJBZT,10.1162/jcws_e_00635
10.7910/DVN/MEJBZT,10.1162/jcws_e_00650
10.7910/DVN/MEJBZT,10.1162/jcws_e_00676
10.7910/DVN/MEJBZT,10.1162/jcws_e_00715
10.7910/DVN/29792,10.1162/jcws_r_00792
10.7910/DVN/MEJBZT,10.1162/jcws_e_00738
10.7910/DVN/MEJBZT,10.1162/jcws_e_00752
10.7910/DVN/MEJBZT,10.1162/jcws_e_00762
10.7910/DVN/MEJBZT,10.1162/jcws_e_00812
10.7910/DVN/MEJBZT,10.1162/jcws_e_00821
10.7910/DVN/MEJBZT,10.1162/jcws_e_00798
10.7910/DVN/MEJBZT,10.1162/jcws_e_00853
10.7910/DVN/MEJBZT,10.1162/jcws_e_00870
10.7910/DVN/MEJBZT,10.1162/jcws_e_00874
10.7910/DVN/MEJBZT,10.1162/jcws_e_00891
10.7910/DVN/MEJBZT,10.1162/jcws_e_00904
10.7910/DVN/MEJBZT,10.1162/jcws_e_00923
10.7910/DVN/MEJBZT,10.1162/jcws_e_00937
10.7910/DVN/MEJBZT,10.1162/jcws_e_00947
10.7910/DVN/MEJBZT,10.1162/jcws_e_00963
10.7910/DVN/MEJBZT,10.1162/jcws.2010.12.1.1
10.7910/DVN/MEJBZT,10.1162/jcws.2010.12.2.1
10.7910/DVN/MEJBZT,10.1162/jcws_e_00979
10.7910/DVN/MEJBZT,10.1162/jcws_e_01006
10.7910/DVN/MEJBZT,10.1177/0022002716683290
10.7910/DVN/6FFKRI,10.1177/0022002714564429
10.7910/DVN/MEJBZT,10.1177/0022002713519668
10.7910/DVN/T7PXKJ,10.1080/13501761003748534
10.7910/DVN/HY1FFV,10.1080/13501763.2013.761512
10.7910/DVN/IGWWFE,10.1080/13501763.2018.1488883
10.7910/DVN/EJ8MS6,10.1080/14754835.2012.648149
10.7910/DVN/Y4JATX,10.1080/14754835.2016.1244477
10.7910/DVN/9GHQSH,10.1080/14754835.2016.1253461
10.7910/DVN/MEJBZT,10.1080/14754835.2019.1661877
10.7910/DVN/TZ5MOZ,10.1080/14754835.2013.812464
10.7910/DVN/QJGKBT,10.1080/14754835.2013.812461
10.7910/DVN/LJVZRA,10.1080/14754835.2015.1062722
10.7910/DVN/WAQWHC,10.1080/14754835.2015.1103159
10.7910/DVN/5GLF9A,10.1080/14754835.2015.1103156
10.7910/DVN/CMINUQ,10.1080/14754835.2015.1103164
10.7910/DVN/U1UBII,10.1080/14754835.2011.569293
10.7910/DVN/LG2RLS,10.1080/14754835.2019.1671177
10.7910/DVN/N8RD40,10.1080/14754835.2019.1671180
10.7910/DVN/6SQ98G,10.1080/14754835.2019.1671174
10.7910/DVN/C7RRCX,10.1080/14754835.2016.1255549
10.7910/DVN/BXFTCZ,10.1080/14754835.2014.886948
10.7910/DVN/QHXXXN,10.1080/14754835.2018.1543017
10.7910/DVN/5ZXHV7,10.1080/14754835.2016.1200965
10.7910/DVN/W4WE3X,10.1080/14754835.2017.1332520
10.7910/DVN/IANAA8,10.1080/14754835.2016.1261013
10.7910/DVN/H8CLAT,10.1080/14754835.2016.1236330
10.7910/DVN/LN5BK6,10.1080/14754835.2016.1239067
10.7910/DVN/NMIVPK,10.1080/14754835.2010.501264
10.7910/DVN/OTC8AV,10.1080/14754835.2019.1671179
10.7910/DVN/OYZFRY,10.1080/14754835.2015.1123087
10.7910/DVN/4OWQTP,10.1080/14754835.2016.1153411
10.7910/DVN/JMNXSW,10.1080/14754835.2017.1296353
10.7910/DVN/WHCZJR,10.1080/14754835.2017.1306691
10.7910/DVN/LW2KXB,10.1080/14754835.2015.1129603
10.7910/DVN/Q3ILYR,10.1080/14754835.2016.1243049
10.7910/DVN/6SQ98G,10.1080/14754835.2019.1617119
10.7910/DVN/UMCCYB,10.1080/14754835.2016.1260441
10.7910/DVN/LELNOW,10.1080/14754835.2017.1286238
10.7910/DVN/QWOM19,10.1080/14754835.2019.1671173
10.7910/DVN/NWVLLG,10.1080/19331681.2011.559743
10.7910/DVN/GBUL0K,10.1080/19331681.2011.567387
10.7910/DVN/OO7NWE,10.1080/19331681.2011.532675
10.7910/DVN/U5WIHF,10.1080/19331681.2010.514538
10.7910/DVN/ZQBFXB,10.1080/19331681003748917
10.7910/DVN/NQ0F7P,10.1080/19331681.2020.1731245
10.7910/DVN/B6TN91,10.1177/0022343318814588
10.7910/DVN/0UHBUM,10.1177/0022343315626241
10.7910/DVN/5HEB4I,10.1177/0022343319832641
10.7910/DVN/EPHIYQ,10.1111/jopp.12206
10.7910/DVN/MEJBZT,10.1017/s0022381609990958
10.7910/DVN/UR5TNI,10.1086/701724
10.7910/DVN/PYKLCA,10.1017/s0022381613000765
10.7910/DVN/6FFKRI,10.1086/709860
10.7910/DVN/TR4OUK,10.1017/s0022381612000382
10.7910/DVN/P1UXI5,10.1017/lap.2018.39
10.7910/DVN/LQAGXI,10.1111/j.1548-2456.2016.00297.x
10.7910/DVN/7UVIFY,10.1111/j.1548-2456.2016.00311.x
10.7910/DVN/7KMZ9W,10.1111/j.1548-2456.2016.00321.x
10.7910/DVN/XGSH1Q,10.1111/j.1548-2456.2016.00309.x
10.7910/DVN/GV6TLT,10.1017/lap.2018.22
10.7910/DVN/XCRGIK,10.1111/j.1548-2456.2016.00319.x
10.7910/DVN/TODMSS,10.1111/laps.12003
10.7910/DVN/LBYTBQ,10.1111/j.1548-2456.2016.00300.x
10.7910/DVN/GJNY3C,10.1017/lap.2020.34
10.7910/DVN/HY1FFV,10.1017/lap.2020.36
10.7910/DVN/YQTLLO,10.1017/lap.2020.33
10.7910/DVN/YSO4ND,10.1111/laps.12010
10.7910/DVN/M4LNCI,10.1017/lap.2017.6
10.7910/DVN/PYQ7T0,10.1017/lap.2020.14
10.7910/DVN/X3TNCW,10.1111/j.1548-2456.2016.00316.x
10.7910/DVN/0GVFDK,10.1017/lap.2021.17
10.7910/DVN/LPTJY1,10.1017/lap.2021.6
10.7910/DVN/RNTWBF,10.1017/lap.2021.5
10.7910/DVN/V6GY3U,10.1017/lap.2021.7
10.7910/DVN/HGFWYO,10.1111/j.1548-2456.2016.00308.x
10.7910/DVN/TXQZ4Y,10.1111/j.1548-2456.2016.00296.x
10.7910/DVN/PQHGIJ,10.1017/lap.2018.23
10.7910/DVN/PU6NFA,10.1111/laps.12021
10.7910/DVN/TKBUIV,10.1111/laps.12005
10.7910/DVN/0GVFDK,10.1017/lap.2020.30
10.7910/DVN/QTWTFF,10.1111/lsq.12273
10.7910/DVN/EHAGOF,10.1111/lsq.12280
10.7910/DVN/3GWZ9J,10.1111/lsq.12272
10.7910/DVN/CLOTQP,10.1111/lsq.12271
10.7910/DVN/RPAPDB,10.1111/lsq.12324
10.7910/DVN/DBEKLH,10.1111/lsq.12288
10.7910/DVN/DFGVTD,10.1111/lsq.12221
10.7910/DVN/2AQ0RX,10.1111/lsq.12219
10.7910/DVN/0K6LWF,10.1111/lsq.12249
10.7910/DVN/OVSONU,10.1111/lsq.12251
10.7910/DVN/XHGDPA,10.1111/lsq.12252
10.7910/DVN/90OBWR,10.1111/lsq.12268
10.7910/DVN/OSIQ8I,10.1111/lsq.12259
10.7910/DVN/D6YWGL,10.1111/lsq.12261
10.7910/DVN/G46IQM,10.1111/lsq.12269
10.7910/DVN/FR4HOU,10.1111/lsq.12260
10.7910/DVN/QRU9E6,10.1111/lsq.12267
10.7910/DVN/DQLTVJ,10.1111/lsq.12275
10.7910/DVN/YFDC8E,10.1111/lsq.12279
10.7910/DVN/ITEVDB,10.1111/lsq.12283
10.7910/DVN/ALFLK6,10.1111/lsq.12218
10.7910/DVN/X3ZNP8,10.1111/lsq.12217
10.7910/DVN/OESR62,10.1111/lsq.12222
10.7910/DVN/U5B81D,10.1111/lsq.12253
10.7910/DVN/D9H5LH,10.1111/lsq.12226
10.7910/DVN/HVMSDE,10.1111/lsq.12228
10.7910/DVN/FXKNCC,10.1111/lsq.12232
10.7910/DVN/ONSPYO,10.1111/lsq.12231
10.7910/DVN/6QE7NN,10.1111/lsq.12234
10.7910/DVN/XY51ZF,10.1111/lsq.12281
10.7910/DVN/WVVJFZ,10.1111/lsq.12276
10.7910/DVN/IWMH4T,10.1111/lsq.12250
10.7910/DVN/754J03,10.1111/lsq.12238
10.7910/DVN/50NQLW,10.1016/j.marpol.2014.05.014
10.7910/DVN/PFSCIY,10.1111/mepo.12241
10.7910/DVN/MEJBZT,10.1177/0305829815592595
10.7910/DVN/U5WIHF,10.1080/13563467.2018.1501356
10.7910/DVN/LIXQUW,10.1177/1354068820905386
10.7910/DVN/XCIXZB,10.1177/1354068812472763
10.7910/DVN/27471,10.1177/1354068814549342
10.7910/DVN/UGKVTJ,10.1017/s1537592718003274
10.7910/DVN/IEMA1T,10.1017/s1537592719003633
10.7910/DVN/RZPNLY,10.1017/s1537592719002603
10.7910/DVN/HM5XCO,10.1017/s1537592718002153
10.7910/DVN/ZELWZ7,10.1017/s1537592718003390
10.7910/DVN/YFQE9W,10.1017/s1537592718003584
10.7910/DVN/MQAWKE,10.1017/s1537592719005012
10.7910/DVN/IUCOEP,10.1017/s1537592720000055
10.7910/DVN/CC8VFT,10.1017/s1537592717004224
10.7910/DVN/PBACES,10.1017/s1537592717004182
10.7910/DVN/4S83QX,10.1017/s1537592717004248
10.7910/DVN/XSGYWA,10.1017/s1537592719001075
10.7910/DVN/IB504I,10.1017/s1537592718003857
10.7910/DVN/0NDRHU,10.1017/s1537592720000043
10.7910/DVN/QVOPRT,10.1017/s1537592720002388
10.7910/DVN/XQYJKN,10.1017/s1537592720004697
10.7910/DVN/I5POAD,10.1017/s1537592719000288
10.7910/DVN/CVCF75,10.1017/s1537592719001063
10.7910/DVN/LGLTN2,10.1017/s1537592719002597
10.7910/DVN/3SFGTQ,10.1017/s153759271900238x
10.7910/DVN/GNCDZR,10.1017/s1537592719000999
10.7910/DVN/HSAXKU,10.1017/s1537592719003840
10.7910/DVN/FROKE5,10.1017/s1537592719004985
10.7910/DVN/TX2UFT,10.1017/s153759271800347x
10.7910/DVN/XTVNXN,10.1017/s153759271900447x
10.7910/DVN/Z09KDS,10.1017/s1537592718002074
10.7910/DVN/BYC7DS,10.1017/s1537592717002195
10.7910/DVN/1KYJ3N,10.1017/s1537592718002098
10.7910/DVN/VZSO5S,10.1017/s1537592718001093
10.7910/DVN/PFSCIY,10.1017/s1537592719000744
10.7910/DVN/IEMA1T,10.1017/s1537592718003365
10.7910/DVN/ZECDW0,10.1017/s1537592719000768
10.7910/DVN/XQYJKN,10.1017/s1537592719003876
10.7910/DVN/LOUVM2,10.1017/s1537592717002225
10.7910/DVN/RTJ02G,10.1017/s1537592719000963
10.7910/DVN/L1E3F6,10.1017/s1537592717004236
10.7910/DVN/CNTPVV,10.1017/s1537592718003468
10.7910/DVN/6FFKRI,10.1017/s153759272000242x
10.7910/DVN/2JT5JK,10.1017/s1537592719001087
10.7910/DVN/4QJW0V,10.1017/s1537592719002391
10.7910/DVN/WHLUMW,10.1017/s1537592719001427
10.7910/DVN/OGQJXI,10.1017/s1537592719003852
10.7910/DVN/EFLNUM,10.1017/s153759271900389x
10.7910/DVN/VX6UIH,10.1017/s1537592720001334
10.7910/DVN/KHZER5,10.1017/s1537592720002406
10.7910/DVN/8BLCWK,10.1017/s1537592720002492
10.7910/DVN/QJ4MK0,10.1017/s153759271900077x
10.7910/DVN/J6SEGJ,10.1017/s1537592719002688
10.7910/DVN/1HCPSG,10.1017/s1537592719000756
10.7910/DVN/FITPUI,10.1017/s1537592710003270
10.7910/DVN/V1OVVA,10.1017/s1537592718002104
10.7910/DVN/QTWGXI,10.1017/s1537592718002128
10.7910/DVN/SLXBX2,10.1017/s1537592717003073
10.7910/DVN/RRF7EU,10.1017/s153759271800213x
10.7910/DVN/7VW5HS,10.1017/s1537592719004663
10.7910/DVN/YBPZRS,10.1017/s1537592720000067
10.7910/DVN/L6KU0D,10.1017/s153759272000208x
10.7910/DVN/E7CLML,10.1017/s1537592720004338
10.7910/DVN/IH1AJS,10.1017/s1537592719003438
10.7910/DVN/AUTKAV,10.1017/s1537592720001346
10.7910/DVN/CDA5FN,10.1017/s1537592720001279
10.7910/DVN/N8ELFU,10.1017/s1537592720001267
