dv_doi,paper_doi
10.7910/DVN/QBNFFR,10.1086/711058
10.7910/DVN/UT25HQ,10.1086/710785
10.7910/DVN/PEHPBY,10.1086/711132
10.7910/DVN/TOP7OV,10.1086/710784
10.7910/DVN/4LWC1R,10.1086/710971
10.7910/DVN/9ERCTY,10.1086/711133
10.7910/DVN/EVCSCQ,10.1086/711130
10.7910/DVN/R0FXPH,10.1086/711055
10.7910/DVN/Q0CNZA,10.1086/711179
10.7910/DVN/K1LJOL,10.1086/711175
10.7910/DVN/DAPNOX,10.1086/711300
10.7910/DVN/FEWFTX,10.1086/711301
10.7910/DVN/2DCQZV,10.1086/711299
10.7910/DVN/IUB62M,10.1086/705684
10.7910/DVN/IUXG2I,10.1086/706599
10.7910/DVN/MAIVMY,10.1086/683073
10.7910/DVN/XZLGAZ,10.1086/701766
10.7910/DVN/MLFYNX,10.1086/698661
10.7910/DVN/XNXZGB,10.1086/690302
10.7910/DVN/PNYLIY,10.1086/697464
10.7910/DVN/HKOBWC,10.1086/690633
10.7910/DVN/C15VOD,10.1086/703131
10.7910/DVN/NKN0E8,10.1086/684679
10.7910/DVN/BDYVK7,10.1086/709149
10.7910/DVN/61JSZQ,10.1086/694102
10.7910/DVN/8HFVU8,10.1086/707616
10.7910/DVN/5AN3RU,10.1086/694845
10.7910/DVN/EWW2GX,10.1086/685451
10.7910/DVN/29101,10.1086/681237
10.7910/DVN/HQ1N6A,10.1086/688053
10.7910/DVN/L1OH46,10.1017/s0022381613000091
10.7910/DVN/NDHKSG,10.1086/709298
10.7910/DVN/3DVZYY,10.1086/703539
10.7910/DVN/27220,10.1086/679493
10.7910/DVN/WM6JE5,10.1086/691057
10.7910/DVN/25684,10.1017/s002238161300128x
10.7910/DVN/TYIVYZ,10.1086/688343
10.7910/DVN/JRPXPK,10.1017/s0022381611001368
10.7910/DVN/CMUYCM,10.1086/686804
10.7910/DVN/DKKP4I,10.1086/697120
10.7910/DVN/29314,10.1086/681590
10.7910/DVN/29231,10.1086/681240
10.7910/DVN/TRIEF2,10.1086/708682
10.7910/DVN/ONDIIU,10.1086/690301
10.7910/DVN/JAOQSD,10.1086/701496
10.7910/DVN/18EH2Y,10.1086/711176
10.7910/DVN/FL08PZ,10.1086/687536
10.7910/DVN/ICBCM2,10.1086/699914
10.7910/DVN/L83XPW,10.1017/s002238161100048x
10.7910/DVN/502XIU,10.1017/s0022381611001952
10.7910/DVN/CF44OW,10.1086/700107
10.7910/DVN/29427,10.1086/681563
10.7910/DVN/ZVNAZW,10.1017/s0022381613000996
10.7910/DVN/QUEQIG,10.1086/699335
10.7910/DVN/F6LJP8,10.1086/685545
10.7910/DVN/AMMFVZ,10.1086/700270
10.7910/DVN/56EZPS,10.1086/694846
10.7910/DVN/2CS1VF,10.1086/703208
10.7910/DVN/6NSLSM,10.1086/696863
10.7910/DVN/RMHOHL,10.1086/690616
10.7910/DVN/OFK4L6,10.1086/703209
10.7910/DVN/CVYCFY,10.1017/s0022381610000940
10.7910/DVN/YWONK4,10.1086/708646
10.7910/DVN/3RA7YG,10.1086/690946
10.7910/DVN/7KSNCE,10.1086/682717
10.7910/DVN/SOQH9L,10.1086/703384
10.7910/DVN/M9VJAV,10.1086/691056
10.7910/DVN/MVD5VP,10.1086/704700
10.7910/DVN/WO3NXS,10.1086/694105
10.7910/DVN/LOBXKJ,10.1086/700202
10.7910/DVN/PTOYUX,10.1086/692787
10.7910/DVN/ZSBLXF,10.1017/s0022381613001461
10.7910/DVN/E2OS8R,10.1086/704781
10.7910/DVN/XN2TZL,10.1086/701835
10.7910/DVN/O0JVDU,10.1086/708240
10.7910/DVN/PVNEPJ,10.1086/710322
10.7910/DVN/QXVZTY,10.1017/s0022381612000187
10.7910/DVN/OJUPMY,10.1086/694787
10.7910/DVN/24571,10.1017/s0022381613001357
10.7910/DVN/COOVRP,10.1086/708644
10.7910/DVN/RP8Z94,10.1086/708953
10.7910/DVN/14RSGX,10.1086/692669
10.7910/DVN/BZ8SN4,10.1086/683061
10.7910/DVN/OJ2GC8,10.1017/s0022381613000182
10.7910/DVN/9NYAP7,10.1086/706597
10.7910/DVN/NIGQBX,10.1086/686615
10.7910/DVN/SK8AGA,10.1086/683453
10.7910/DVN/96H4DV,10.1086/693908
10.7910/DVN/UNWIHE,10.1086/704784
10.7910/DVN/KKS1R0,10.1086/688080
10.7910/DVN/VGI93T,10.1086/683256
10.7910/DVN/A3NQDR,10.1086/682699
10.7910/DVN/UTJGTF,10.1086/694545
10.7910/DVN/K3P78R,10.1086/694916
10.7910/DVN/J4KRBG,10.1086/691354
10.7910/DVN/1O8LCD,10.1086/690614
10.7910/DVN/2UUQ25,10.1086/706054
10.7910/DVN/25459,10.1017/s0022381613001412
10.7910/DVN/LBUXPQ,10.1086/698931
10.7910/DVN/SMLV5D,10.1086/708645
10.7910/DVN/TLBBUX,10.1086/694549
10.7910/DVN/CDFEGV,10.1017/s0022381611000351
10.7910/DVN/G9NOQO,10.1017/s0022381611000132
10.7910/DVN/25587,10.1017/s0022381614000619
10.7910/DVN/GBR02C,10.1086/708339
10.7910/DVN/LGDIZD,10.1086/692739
10.7910/DVN/78JPNJ,10.1086/701832
10.7910/DVN/CAEEG7,10.1086/686631
10.7910/DVN/FXRIOS,10.1086/683433
10.7910/DVN/PYWNTB,10.1086/683832
10.7910/DVN/9SAX3K,10.1086/688678
10.7910/DVN/D0LEX4,10.1086/691689
10.7910/DVN/LNPAOC,10.1086/698928
10.7910/DVN/CLMQ8E,10.1086/697253
10.7910/DVN/29379,10.1086/681591
10.7910/DVN/V9QSWK,10.1086/697123
10.7910/DVN/XAQMIA,10.1086/698754
10.7910/DVN/5A0JOI,10.1086/692737
10.7910/DVN/F2F827,10.1086/694896
10.7910/DVN/46RXC8,10.1086/705817
10.7910/DVN/JSDUTQ,10.1086/696619
10.7910/DVN/5EIKNG,10.1086/693906
10.7910/DVN/SXJHEJ,10.1086/703207
10.7910/DVN/3EONKV,10.1086/706053
10.7910/DVN/DAGL4S,10.1086/683340
10.7910/DVN/7YEK7H,10.1086/683371
10.7910/DVN/HQKQCQ,10.1086/685584
10.7910/DVN/UFNXMK,10.1086/688888
10.7910/DVN/ZLUQPL,10.1086/705686
10.7910/DVN/5H1HFF,10.1086/705818
10.7910/DVN/LDRTZI,10.1086/700109
10.7910/DVN/29487,10.1086/681810
10.7910/DVN/HC5AA7,10.1086/686688
10.7910/DVN/L8YLCJ,10.1086/687412
10.7910/DVN/D5WS0Y,10.1086/688223
10.7910/DVN/CFT901,10.1086/690304
10.7910/DVN/4QRUPR,10.1086/698929
10.7910/DVN/6IO5ET,10.1086/684611
10.7910/DVN/CJBG5J,10.1086/700001
10.7910/DVN/XSCFX5,10.1086/683609
10.7910/DVN/GLA1FB,10.1086/685087
10.7910/DVN/2OFTAW,10.1086/692786
10.7910/DVN/KJABMA,10.1086/678766
10.7910/DVN/DUB0MU,10.1086/686689
10.7910/DVN/MOTRM2,10.1086/694649
10.7910/DVN/R163AN,10.1086/694688
10.7910/DVN/GR7BOP,10.1086/698755
10.7910/DVN/JOXCZY,10.1086/687287
10.7910/DVN/9U6QXP,10.1086/688585
10.7910/DVN/BANJL7,10.1086/692472
10.7910/DVN/EEMRS9,10.1086/701722
10.7910/DVN/UV7ZPZ,10.1086/693907
10.7910/DVN/F2JF6G,10.1086/701494
10.7910/DVN/GMWOY6,10.1086/687570
10.7910/DVN/0XEUCP,10.1086/691281
10.7910/DVN/ZUY1KJ,10.1086/691799
10.7910/DVN/ROFNV2,10.1086/684629
10.7910/DVN/MSTR3F,10.1086/685586
10.7910/DVN/FEP8O2,10.1086/686254
10.7910/DVN/SNQG8P,10.1086/693987
10.7910/DVN/WSJX0X,10.1086/686308
10.7910/DVN/2YQX37,10.1086/688226
10.7910/DVN/A2EIZC,10.1086/689286
10.7910/DVN/T17S0X,10.1086/694785
10.7910/DVN/92SKA2,10.1086/700005
10.7910/DVN/WFVMKD,10.1086/685734
10.7910/DVN/FDNWME,10.1086/685379
10.7910/DVN/8LDZFF,10.1086/690948
10.7910/DVN/LBMRFX,10.1086/694255
10.7910/DVN/KSWI03,10.1086/704436
10.7910/DVN/EVYI2H,10.1086/696621
10.7910/DVN/PAKFM8,10.1086/682151
10.7910/DVN/XG6QQX,10.1086/684749
10.7910/DVN/ORQNJG,10.1093/jopart/muy030
10.7910/DVN/YHCA15,10.1093/jopart/muy050
10.7910/DVN/BMZRRC,10.1093/jopart/muv037
10.7910/DVN/31QCFH,10.1093/jopart/muaa030
10.7910/DVN/OHMA5H,10.1093/jopart/mus091
10.7910/DVN/CQ6198,10.1093/jopart/muaa048
10.7910/DVN/M1IHH2,10.1093/jopart/muaa026
10.7910/DVN/ORQNJG,10.1093/jopart/muy001
10.7910/DVN/1WDJVC,10.1017/s0143814x18000296
10.7910/DVN/TPIPQK,10.1017/s0143814x18000338
10.7910/DVN/KKQOAS,10.1017/s0143814x16000040
10.7910/DVN/JLL5WU,10.1017/s0143814x16000234
10.7910/DVN/XZUSNT,10.1017/s0143814x16000258
10.7910/DVN/H95OL1,10.1017/s0143814x17000186
10.7910/DVN/MLLJ2P,10.1017/s0143814x1700023x
10.7910/DVN/TPIPQK,10.1017/s0143814x18000168
10.7910/DVN/LFFJRV,10.1017/s0143814x18000065
10.7910/DVN/W9FU5T,10.1017/s0143814x18000156
10.7910/DVN/SAKE9D,10.1017/s0143814x18000193
10.7910/DVN/JWAWST,10.1017/s0143814x18000089
10.7910/DVN/N61EAI,10.1017/s0143814x16000246
10.7910/DVN/RQHRKE,10.1017/s0143814x18000442
10.7910/DVN/DG7QZU,10.1017/s0143814x18000508
10.7910/DVN/LHHG4S,10.1017/s0143814x19000011
10.7910/DVN/UA2E21,10.1017/s0143814x16000313
10.7910/DVN/7WLGSD,10.1017/s0143814x17000150
10.7910/DVN/UCQAVW,10.1017/s0143814x19000023
10.7910/DVN/FW5LNF,10.1017/s0143814x19000199
10.7910/DVN/EUXWZI,10.1017/s0143814x1800003x
10.7910/DVN/G3BKWG,10.1017/s0143814x1800034x
10.7910/DVN/PPW3SI,10.1017/s0143814x1600026x
10.7910/DVN/AE1LSM,10.1017/s0143814x12000189
10.7910/DVN/LAKSVM,10.1017/s0143814x19000230
10.7910/DVN/LETUUY,10.1017/s0143814x2000001x
10.7910/DVN/OBMCZJ,10.1017/s0143814x18000302
10.7910/DVN/C79XP7,10.1017/s0143814x16000283
10.7910/DVN/UI7OFK,10.1017/s0143814x18000417
10.7910/DVN/L88TL2,10.1017/s0143814x18000077
10.7910/DVN/TFINUR,10.1017/s0143814x17000174
10.7910/DVN/ARVEN3,10.1017/s0143814x16000180
10.7910/DVN/ZYPHVD,10.1017/s0143814x16000179
10.7910/DVN/RKHLSH,10.1017/s0143814x18000090
10.7910/DVN/K8MWBX,10.1017/s0143814x1800017x
10.7910/DVN/ELYTJ3,10.1017/s0143814x1800020x
10.7910/DVN/FYXNIM,10.1017/s0143814x20000033
10.7910/DVN/SLYX0L,10.1017/s0143814x17000216
10.7910/DVN/ES9IZ6,10.1017/s0143814x18000375
10.7910/DVN/SOT2WM,10.1017/s0143814x17000265
10.7910/DVN/RXMV9W,10.1017/s0143814x18000326
10.7910/DVN/XBFEJY,10.1111/j.1548-2456.2014.00231.x
10.7910/DVN/26480,10.1111/j.1548-2456.2013.00204.x
10.7910/DVN/OVRHOG,10.1111/j.1548-2456.2016.00301.x
10.7910/DVN/PYXC51,10.1111/j.1548-2456.2015.00267.x
10.7910/DVN/G844LS,10.1111/laps.12000
10.7910/DVN/NSCGYV,10.1111/laps.12034
10.7910/DVN/24529,10.1111/j.1548-2456.2014.00220.x
10.7910/DVN/Y8EQAR,10.1111/j.1548-2456.2013.00185.x
10.7910/DVN/26222,10.3162/036298010792069152
10.7910/DVN/P7HU5A,10.3162/036298010792069198
10.7910/DVN/23123,10.1111/lsq.12016
10.7910/DVN/29396,10.1111/lsq.12105
10.7910/DVN/HOH1F0,10.1111/lsq.12110
10.7910/DVN/28868,10.1111/lsq.12108
10.7910/DVN/WN3EDC,10.1111/lsq.12132
10.7910/DVN/5Y5148,10.1111/lsq.12146
10.7910/DVN/PBWLAO,10.1111/lsq.12160
10.7910/DVN/O11QZU,10.1111/lsq.12159
10.7910/DVN/1GHCOT,10.1111/lsq.12165
10.7910/DVN/QYB7PK,10.1111/lsq.12237
10.7910/DVN/9D3C0P,10.1111/lsq.12287
10.7910/DVN/DPQEHZ,10.1111/lsq.12009
10.7910/DVN/2IUPVW,10.1111/lsq.12041
10.7910/DVN/BUEHYT,10.1111/lsq.12216
10.7910/DVN/TYSETW,10.1111/lsq.12225
10.7910/DVN/EBDSBC,10.1111/lsq.12064
10.7910/DVN/HNVKJQ,10.1111/lsq.12090
10.7910/DVN/ZRKCXU,10.1111/j.1939-9162.2011.00025.x
10.7910/DVN/UXFNFN,10.1111/lsq.12148
10.7910/DVN/YPV8CD,10.1111/lsq.12199
10.7910/DVN/WV1QTT,10.1080/03003930.2018.1563540
,10.1080/13629395.2011.613678
,10.1080/13629395.2011.561049
10.7910/DVN/27626,10.1177/0305829810374135
10.7910/DVN/FHTQL5,10.1177/1354068817715803
10.7910/DVN/Z6JBXW,10.1177/1354068816644762
10.7910/DVN/GUFYQQ,10.1177/1354068812472585
10.7910/DVN/EYNAU3,10.1177/1354068819869901
10.7910/DVN/LBO6KC,10.1177/1354068817740745
10.7910/DVN/UHAI47,10.1177/1354068817728214
10.7910/DVN/22763,10.1177/1354068813511590
10.7910/DVN/S39TAI,10.1017/s153759271800107x
10.7910/DVN/28171,10.1017/s1537592714003132
10.7910/DVN/AX3WTU,10.1017/s1537592715002315
10.7910/DVN/26383,10.1017/s1537592714000875
10.7910/DVN/O7HHKB,10.1111/psj.12351
10.7910/DVN/F8YTX2,10.1111/psj.12359
10.7910/DVN/WONDKB,10.1111/psj.12211
10.7910/DVN/IBK1LH,10.1017/pan.2017.4
10.7910/DVN/S61U9V,10.1093/pan/mps022
10.7910/DVN/22991,10.1093/pan/mpt047
10.7910/DVN/LGYNSN,10.1017/pan.2018.24
10.7910/DVN/28323,10.1093/pan/mpv011
10.7910/DVN/27083,10.1093/pan/mpu017
10.7910/DVN/9R1YAK,10.1093/pan/mpq009
10.7910/DVN/VJAHRG,10.1093/pan/mpp044
10.7910/DVN/BMXBYJ,10.1093/pan/mps019
10.7910/DVN/TUCA2U,10.1017/pan.2019.46
10.7910/DVN/FWAZ60,10.1093/pan/mpq036
10.7910/DVN/26935,10.1093/pan/mpu015
10.7910/DVN/OU6D17,10.1093/pan/mps040
10.7910/DVN/DQ23DN,10.1093/pan/mpr031
10.7910/DVN/WWYOHU,10.1093/pan/mpq020
10.7910/DVN/2PAZJX,10.1007/s11109-018-9445-9
10.7910/DVN/8QLBSA,10.1007/s11109-015-9319-3
10.7910/DVN/S2VGJ1,10.1007/s11109-018-9491-3
10.7910/DVN/COZDRV,10.1007/s11109-016-9337-9
10.7910/DVN/NKLOU5,10.1007/s11109-016-9378-0
10.7910/DVN/FUVGCM,10.1007/s11109-020-09664-9
10.7910/DVN/ZRCD0N,10.1007/s11109-017-9422-8
10.7910/DVN/CFPBRI,10.1007/s11109-017-9407-7
10.7910/DVN/MNAO24,10.1007/s11109-018-9505-1
10.7910/DVN/29548,10.1007/s11109-015-9308-6
10.7910/DVN/LDJ2WW,10.1007/s11109-018-9477-1
10.7910/DVN/4B5AD1,10.1007/s11109-015-9324-6
10.7910/DVN/MN4PT4,10.1007/s11109-019-09539-8
10.7910/DVN/V9LWUQ,10.1007/s11109-017-9390-z
10.7910/DVN/AY1MHT,10.1007/s11109-010-9107-z
10.7910/DVN/ZUETVJ,10.1007/s11109-019-09565-6
10.7910/DVN/LJN4BO,10.1007/s11109-019-09571-8
10.7910/DVN/DTSJUI,10.1007/s11109-021-09677-y
10.7910/DVN/QYQNBJ,10.1007/s11109-015-9317-5
10.7910/DVN/1AZYRE,10.1007/s11109-018-9452-x
10.7910/DVN/LCHE32,10.1007/s11109-016-9379-z
10.7910/DVN/GQW5SC,10.1007/s11109-016-9377-1
10.7910/DVN/VNWPRV,10.1007/s11109-018-9469-1
10.7910/DVN/YLVI5Z,10.1007/s11109-016-9352-x
10.7910/DVN/YQWJ9E,10.1007/s11109-017-9421-9
10.7910/DVN/3DPSFR,10.1007/s11109-017-9431-7
10.7910/DVN/CG3N9B,10.1007/s11109-009-9094-0
10.7910/DVN/JHOK6X,10.1007/s11109-019-09528-x
10.7910/DVN/2OOLD7,10.1007/s11109-019-09550-z
10.7910/DVN/27475,10.1007/s11109-010-9106-0
10.7910/DVN/IYBIUP,10.1007/s11109-020-09601-w
10.7910/DVN/EYUQQ5,10.1007/s11109-016-9386-0
10.7910/DVN/4VQAGT,10.1007/s11109-013-9239-z
10.7910/DVN/O948TT,10.1080/10584609.2016.1192569
10.7910/DVN/BW4A39,10.1080/10584609.2018.1467517
10.7910/DVN/VTF4B4,10.1080/10584609.2012.737415
10.7910/DVN/QOEBOC,10.1080/10584609.2018.1548529
10.7910/DVN/XGQ2ZA,10.1080/10584609.2018.1426663
10.7910/DVN/EOGHAW,10.1080/10584609.2014.986349
10.7910/DVN/EZGCKH,10.1080/10584609.2020.1763526
10.7910/DVN/M4EYFO,10.1080/10584609.2020.1763528
10.7910/DVN/OJVSY9,10.1080/10584609.2014.969466
10.7910/DVN/EA011Q,10.1080/10584609.2018.1551256
10.7910/DVN/PZIEWS,10.1080/10584609.2019.1666943
10.7910/DVN/VOW9OB,10.1080/10584609.2020.1713268
10.7910/DVN/AFSTIB,10.1080/10584609.2020.1723750
10.7910/DVN/KMLJDL,10.1080/10584609.2020.1760407
10.7910/DVN/FV9AVG,10.1080/10584609.2020.1753866
10.7910/DVN/GZH5L9,10.1080/10584609.2020.1744778
10.7910/DVN/ZKNZRJ,10.1080/10584609.2018.1514447
10.7910/DVN/29601,10.1080/10584609.2015.1038455
10.7910/DVN/NW8RCM,10.1080/10584609.2019.1660440
10.7910/DVN/NZIGLV,10.1080/10584609.2015.1133745
10.7910/DVN/TALJOT,10.1080/10584609.2020.1765914
10.7910/DVN/H2FEPO,10.1080/10584609.2012.671234
10.7910/DVN/JFEO2Q,10.1080/10584609.2020.1765913
10.7910/DVN/3V1HEK,10.1080/10584609.2012.737435
10.7910/DVN/KVHEKR,10.1080/10584609.2018.1493009
10.7910/DVN/ZRMLCR,10.1080/10584609.2019.1666942
10.7910/DVN/POCRVT,10.1080/10584609.2020.1744779
10.7910/DVN/OQLDDO,10.1080/10584609.2018.1541032
10.7910/DVN/LAUVGR,10.1016/j.polgeo.2018.07.007
10.7910/DVN/PHHZI7,10.1016/j.polgeo.2017.09.009
10.7910/DVN/XQY6CZ,10.1016/j.polgeo.2018.07.002
10.7910/DVN/EI8XP0,10.1016/j.polgeo.2016.10.002
10.7910/DVN/SLPNTI,10.1016/j.polgeo.2018.08.008
10.7910/DVN/PBCH00,10.1016/j.polgeo.2012.04.006
10.7910/DVN/BAKQZJ,10.1016/j.polgeo.2013.12.004
10.7910/DVN/R9EIBV,10.1111/pops.12665
10.7910/DVN/Y0IQOG,10.1111/pops.12699
10.7910/DVN/X0BV0I,10.1111/j.1467-9221.2012.00917.x
10.7910/DVN/FKGHBL,10.1111/pops.12468
10.7910/DVN/7I2UCM,10.1111/pops.12663
10.34894/PIUB6H,10.1111/pops.12077
10.7910/DVN/29492,10.1111/pops.12223
10.7910/DVN/XBDF1K,10.1111/pops.12362
10.7910/DVN/J8JJ7H,10.1111/pops.12655
10.7910/DVN/BQTHYK,10.1111/pops.12489
10.7910/DVN/4R47XY,10.1177/1065912918823284
10.7910/DVN/SEY6PL,10.1177/1065912918796326
10.7910/DVN/GGOEFS,10.1177/1065912919833180
10.7910/DVN/1JBHZH,10.1177/1065912919828540
10.7910/DVN/TC1F9R,10.1177/1065912919838326
10.7910/DVN/AEOMG5,10.1177/1065912918800820
10.7910/DVN/QUXC0N,10.1177/1065912919862054
10.7910/DVN/GWKME9,10.1177/1065912917750278
10.7910/DVN/HL8HCA,10.1177/1065912918755508
10.7910/DVN/Q9JBR3,10.1177/1065912917722233
10.7910/DVN/W1LS7X,10.1177/1065912916672943
10.7910/DVN/BP5IRA,10.1177/1065912919853368
10.7910/DVN/J3DGWA,10.1177/1065912917713155
10.7910/DVN/CIUWTY,10.1177/1065912917704517
10.7910/DVN/TYQGCP,10.1177/1065912917716334
10.7910/DVN/WSAWLJ,10.1177/1065912916652240
10.7910/DVN/CAIUUG,10.1177/1065912918763746
10.7910/DVN/FPMUUG,10.1177/1065912918781044
10.7910/DVN/04ZLGN,10.1177/1065912917716336
10.7910/DVN/0EVV7C,10.1177/1065912909356889
10.7910/DVN/SWC7UH,10.1177/1065912918794906
10.7910/DVN/EZBYBZ,10.1177/1065912918775248
10.7910/DVN/25285,10.1177/1065912914532837
10.7910/DVN/MRVT4X,10.1177/1065912915591218
10.7910/DVN/LPKFQZ,10.1177/1065912915601895
10.7910/DVN/28279,10.1177/1065912914564685
10.7910/DVN/RB9CH9,10.1177/1065912913486197
10.7910/DVN/DNC8PQ,10.1177/1065912920906202
10.7910/DVN/8IA4PC,10.1177/1065912920903432
10.7910/DVN/TQXAOU,10.1177/1065912920903381
10.7910/DVN/2PFP5R,10.1177/1065912917735176
10.7910/DVN/B37PNP,10.1177/1065912918771526
10.7910/DVN/FZKUGL,10.1177/1065912918809493
10.7910/DVN/26478,10.1177/1065912912452485
10.7910/DVN/Y7BITP,10.1177/1065912919837663
10.7910/DVN/SIAOJ2,10.1177/1065912918795059
10.7910/DVN/X4K8JP,10.1177/1065912919851556
10.7910/DVN/9QQS1N,10.1177/1065912919829583
10.7910/DVN/ATWXPN,10.1177/1065912919856110
10.7910/DVN/SCFL3L,10.1177/1065912919883696
10.7910/DVN/5J8EUF,10.1177/1065912917738574
10.7910/DVN/GEPCEL,10.1177/1065912916685186
10.7910/DVN/JHKAVQ,10.1177/1065912914554039
10.7910/DVN/SVMZKS,10.1177/1065912917727369
10.7910/DVN/WNG0QR,10.1177/1065912918784212
10.7910/DVN/T5NY6V,10.1177/1065912918781035
10.7910/DVN/FVS11E,10.1177/1065912919832374
10.7910/DVN/PBK1T7,10.1177/1065912919859437
10.7910/DVN/KPZQAC,10.1002/polq.12737
10.7910/DVN/UZSQTV,10.1002/polq.12577
10.7910/DVN/28108,10.1017/psrm.2013.27
10.7910/DVN/24122,10.1017/psrm.2014.13
10.7910/DVN/25962,10.1017/psrm.2014.15
10.7910/DVN/D1XFQZ,10.1017/psrm.2013.3
10.7910/DVN/E5KJAW,10.1017/psrm.2015.80
10.7910/DVN/4U6TQA,10.1017/psrm.2015.78
10.7910/DVN/29631,10.1017/psrm.2015.53
10.7910/DVN/23624,10.1017/psrm.2014.31
10.7910/DVN/QDQSCN,10.1017/psrm.2016.56
10.7910/DVN/G1U2V2,10.1017/psrm.2015.5
10.7910/DVN/NPA6Z9,10.1017/psrm.2017.45
10.7910/DVN/UDGOFR,10.1017/psrm.2020.18
10.7910/DVN/1X1ZZ2,10.1017/psrm.2013.15
10.7910/DVN/24122,10.1017/psrm.2013.18
10.7910/DVN/FFHRM1,10.1177/0032321719850073
10.7910/DVN/09Y9N9,10.1177/0032321718780516
10.7910/DVN/LWHUZJ,10.1177/0032321719840962
10.7910/DVN/ZGTM3L,10.1017/s1743923x16000325
,10.1177/0032329213512979
10.7910/DVN/MQYTV6,10.1177/0032329219897984
10.7910/DVN/DT3CWO,10.1177/0032329211415502
10.7910/DVN/KAGT65,10.1177/0263395719859459
10.7910/DVN/CMK05F,10.1177/0263395720920089
10.7910/DVN/ZQSBNA,10.1080/1060586x.2013.788877
10.7910/DVN/NEW2DT,10.1080/10758216.2016.1172237
10.7910/DVN/VC4EXB,10.1080/10758216.2016.1181525
10.7910/DVN/KCMSB0,10.1017/s1049096517000427
,10.1017/s1049096511001582
,10.1017/s1049096511002010
10.7910/DVN/26167,10.1017/s1049096512000340
,10.1017/s1049096516002481
10.7910/DVN/Q8VDN0,10.1017/s1049096516002353
10.7910/DVN/IPUMVC,10.1017/s1049096518000525
10.7910/DVN/26685,10.1017/s1049096514001693
,10.1017/s1049096510000417
10.7910/DVN/T8VBKV,10.1017/s104909651900204x
10.7910/DVN/JAHKQV,10.1017/s1049096519000854
10.7910/DVN/PZLCJM,10.1017/s1049096516002389
10.7910/DVN/6XCLRY,10.1017/s1049096518001038
,10.1017/s1049096516002511
10.7910/DVN/AHUZX3,10.1017/s104909651300173x
10.7910/DVN/DVBL0A,10.1017/s1049096520001006
10.7910/DVN/UV8UB0,10.1017/s1049096519000908
10.7910/DVN/POLLYVOTE2012,10.1017/s1049096514000341
10.7910/DVN/TT17NY,10.1017/s1049096517001081
10.7910/DVN/PGBDNS,10.1017/s1049096520001699
10.7910/DVN/CCUHUY,10.1017/s1049096518001841
10.7910/DVN/QWEK63,10.1017/s1049096520000207
10.7910/DVN/PPRKXY,10.1017/s1049096518001622
10.7910/DVN/R4ZBC2,10.1017/s1049096516003206
10.7910/DVN/4R6NEQ,10.1017/s1049096519000945
10.7910/DVN/HN1I8Y,10.1017/s1049096520001018
10.7910/DVN/EM2GAO,10.1017/s1049096521000329
10.7910/DVN/V7SULP,10.1111/padm.12407
10.7910/DVN/WOFZIV,10.1111/padm.12358
10.7910/DVN/SUXPNF,10.1007/s11127-010-9693-7
10.7910/DVN/91LRZF,10.1007/s11127-018-0571-z
10.7910/DVN/GY72VS,10.1007/s11127-016-0374-z
10.7910/DVN/27844,10.1007/s11127-011-9875-y
10.7910/DVN/PGGVF4,10.1007/s11127-017-0433-0
10.7910/DVN/RHFPVV,10.1007/s11127-018-0543-3
10.7910/DVN/HTL8AJ,10.1007/s11127-019-00774-5
10.34894/5CHDQY,10.1093/poq/nfx010
10.7910/DVN/26683,10.1093/poq/nfv016
10.7910/DVN/QO6VIG,10.1093/poq/nfv051
10.7910/DVN/V9ROA,10.1093/poq/nfu042
10.7910/DVN/KIUK1B,10.1093/poq/nfy040
10.7910/DVN/LTT9MW,10.1093/poq/nfq070
10.7910/DVN/IKPZPU,10.1093/poq/nfq049
10.7910/DVN/SFW56G,10.1093/poq/nfr002
10.7910/DVN/QUPGIN,10.1093/poq/nfaa006
10.7910/DVN/UU5EUI,10.1093/poq/nfq011
10.7910/DVN/BBO7H5,10.1093/poq/nfy036
10.7910/DVN/TPQWFL,10.1093/poq/nfs016
10.7910/DVN/VOTEEXPECTATIONSURVEYS,10.1093/poq/nfu008
10.7910/DVN/27998,10.1093/poq/nfv045
10.7910/DVN/DOHYPR,10.1093/poq/nfz011
10.7910/DVN/0OQKSB,10.1093/poq/nfz003
10.7910/DVN/AWPSY0,10.1093/poq/nfaa049
10.7910/DVN/Q78VFF,10.1093/poq/nfaa059
10.3886/ICPSR33001.v1,10.1093/poq/nfr037
10.7910/DVN/F0NDJP,10.1093/poq/nfv046
10.34894/XC6QV9,10.1093/poq/nfq044
10.7910/DVN/CECD9V,10.1093/publius/pjy017
10.7910/DVN/F44PNF,10.1093/publius/pjp023
10.7910/DVN/PYSNZO,10.1111/rego.12282
10.7910/DVN/Y0YCO9,10.1111/j.1748-5991.2012.01156.x
10.7910/DVN/O1BYGX,10.1111/rego.12265
10.7910/DVN/C8IP7R,10.1007/s11558-012-9150-0
10.7910/DVN/JIQLHT,10.1007/s11558-013-9184-y
10.7910/DVN/3TAA6A,10.1007/s11558-014-9211-7
10.7910/DVN/JV2PQS,10.1007/s11558-015-9235-7
10.7910/DVN/DJIDRY,10.1007/s11558-018-9325-4
10.7910/DVN/JVSUEN,10.1007/s11558-018-9318-3
10.7910/DVN/EDKIRF,10.1007/s11558-015-9238-4
10.7910/DVN/UUUPBI,10.1007/s11558-011-9108-7
